"","name","start","end","strand","length","pid","gene","synonym","product","proteinid","feature","gene_type","MbovID","Gene","id","len","extra_id","Mtb_ID","col","fill","lty","lwd","pch","cex"
"1303","BQ2027_MB1290",1406505,1407329,1,274,"A0A1R3XXU2","-","BQ2027_MB1290","PROBABLE OXIDOREDUCTASE [FIRST PART]","SIT99891.1","CDS","bars","Mb1290"," -",NA," len 274 aa. ",NA,"Rv1260","blue","blue",1,1,8,1
"1304","BQ2027_MB1291",1407329,1407622,1,97,"A0A1R3XZY9","-","BQ2027_MB1291","PROBABLE OXIDOREDUCTASE [SECOND PART]","SIT99892.1","CDS","bars","Mb1291"," -",NA," len 102 aa. ",NA,"Rv1260","blue","blue",1,1,8,1
"1305","BQ2027_MB1292C",1407748,1408197,-1,149,"P64788","-","BQ2027_MB1292C","AclJ","SIT99893.1","CDS","bars","Mb1292c"," -",NA," len 149 aa. ",NA,"Rv1261c","blue","blue",1,1,8,1
"1306","BQ2027_MB1293C",1408202,1408636,-1,144,"A0A1R3XXU9","-","BQ2027_MB1293C","HYPOTHETICAL HIT-LIKE PROTEIN","SIT99894.1","CDS","bars","Mb1293c"," -",NA," len 144 aa. ",NA,"Rv1262c","blue","blue",1,1,8,1
"1307","amiB2",1408695,1410083,1,462,"P63493","amiB2","BQ2027_MB1294","PROBABLE AMIDASE AMIB2 (AMINOHYDROLASE)","SIT99895.1","CDS","bars","Mb1294"," amiB2",NA," len 462 aa. ",NA,"Rv1263","blue","blue",1,1,8,1
"1308","BQ2027_MB1295",1410158,1411351,1,397,"A0A1R3XXU7","-","BQ2027_MB1295","ADENYLYL CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLATE CYCLASE)","SIT99896.1","CDS","bars","Mb1295"," -",NA," len 397 aa. ",NA,"Rv1264","blue","blue",1,1,8,1
"1309","BQ2027_MB1296",1411524,1412204,1,226,"P64790","-","BQ2027_MB1296","unknown protein","SIT99897.1","CDS","bars","Mb1296"," -",NA," len 226 aa. ",NA,"Rv1265","blue","blue",1,1,8,1
"1310","pknH1",1412224,1414014,-1,596,"Q7U095","pknH1","BQ2027_MB1297C","NA","SIT99898.1","CDS","bars","Mb1297c"," PknH1",NA," len 596 aa. Protein product from Mb1297c detected using shotgun mass spectrometry and SWATH mass spectrometry. Mb1297c found to be expressed during exponential growth in Sauton's minimal media by RNA-sequencing (TPM > 20).",NA,NA,"blue","blue",1,1,8,1
"1311","tbd2",1414258,1416654,-1,798,"A0A1R3XXW0","tbd2","BQ2027_MB1297CA","NA","SIT99899.1","CDS","bars","Mb1297cA"," Tbd2",NA," putative intergral membrane",NA,NA,"blue","blue",1,1,8,1
"1312","pknH2",1416665,1418431,-1,588,"A0A1R3XXU5","pknH2","BQ2027_MB1297CB","NA","SIT99900.1","CDS","bars","Mb1297cB"," PknH2",NA," putative membrane spanning serine/threonine protein kinase",NA,NA,"blue","blue",1,1,8,1
"1313","embR",1418736,1419902,-1,388,"P66800","embR","BQ2027_MB1298C","PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN EMBR","SIT99901.1","CDS","bars","Mb1298c"," embR",NA," len 388 aa. ",NA,"Rv1267c","blue","blue",1,1,8,1
"1314","BQ2027_MB1299C",1420213,1420911,-1,232,"P64792","-","BQ2027_MB1299C","Cysteine-Type endopeptidase","SIT99902.1","CDS","bars","Mb1299c"," -",NA," len 232 aa. ",NA,"Rv1268c","blue","blue",1,1,8,1
"1315","BQ2027_MB1300C",1421134,1421508,-1,124,"P0A5E2","-","BQ2027_MB1300C","CONSERVED PROBABLE SECRETED PROTEIN","SIT99903.1","CDS","bars","Mb1300c"," -",NA," len 124 aa. ",NA,"Rv1269c","blue","blue",1,1,8,1
"1316","lprA",1421569,1422303,-1,244,"Q7U094","lprA","BQ2027_MB1301C","possible lipoprotein lpra","SIT99904.1","CDS","bars","Mb1301c"," lprA",NA," len 244 aa. ",NA,"Rv1270c","blue","blue",1,1,8,1
"1317","BQ2027_MB1302C",1422516,1422857,-1,113,"P64794","-","BQ2027_MB1302C","CONSERVED HYPOTHETICAL SECRETED PROTEIN","SIT99905.1","CDS","bars","Mb1302c"," -",NA," len 113 aa. ",NA,"Rv1271c","blue","blue",1,1,8,1
"1318","BQ2027_MB1303C",1422965,1424860,-1,631,"P63398","-","BQ2027_MB1303C","PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER","SIT99906.1","CDS","bars","Mb1303c"," -",NA," len 631 aa. ",NA,"Rv1272c","blue","blue",1,1,8,1
"1319","BQ2027_MB1304C",1424857,1426605,-1,582,"P0A4W5","-","BQ2027_MB1304C","PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER","SIT99907.1","CDS","bars","Mb1304c"," -",NA," len 582 aa. ",NA,"Rv1273c","blue","blue",1,1,8,1
"1320","lprB",1426752,1427309,1,185,"Q7U093","lprB","BQ2027_MB1305","possible lipoprotein lprb","SIT99908.1","CDS","bars","Mb1305"," lprB",NA," len 185 aa. ",NA,"Rv1274","blue","blue",1,1,8,1
"1321","lprC",1427306,1427848,1,180,"A0A1R3XXW9","lprC","BQ2027_MB1306","possible lipoprotein lprc","SIT99909.1","CDS","bars","Mb1306"," lprC",NA," len 180 aa. ",NA,"Rv1275","blue","blue",1,1,8,1
"1322","BQ2027_MB1307C",1427993,1428469,-1,158,"A0A1R3XXV5","-","BQ2027_MB1307C","Phosphohistidine phosphatase SixA","SIT99910.1","CDS","bars","Mb1307c"," -",NA," len 158 aa. ",NA,"Rv1276c","blue","blue",1,1,8,1
"1323","BQ2027_MB1308",1428719,1429972,1,417,"A0A1R3XXW2","-","BQ2027_MB1308","DNA double-strand break repair protein Mre11","SIT99911.1","CDS","bars","Mb1308"," -",NA," len 417 aa. ",NA,"Rv1277","blue","blue",1,1,8,1
"1324","BQ2027_MB1309",1429969,1432596,1,875,"P64796","-","BQ2027_MB1309","DNA double-strand break repair Rad50 ATPase","SIT99912.1","CDS","bars","Mb1309"," -",NA," len 875 aa. ",NA,"Rv1278","blue","blue",1,1,8,1
"1325","BQ2027_MB1310",1432617,1434203,1,528,"P64264","-","BQ2027_MB1310","PROBABLE DEHYDROGENASE FAD flavoprotein GMC oxidoreductase","SIT99913.1","CDS","bars","Mb1310"," -",NA," len 528 aa. ",NA,"Rv1279","blue","blue",1,1,8,1
"1326","oppA",1434220,1435995,-1,591,"P66772","oppA","BQ2027_MB1311C","PROBABLE PERIPLASMIC OLIGOPEPTIDE-BINDING LIPOPROTEIN OPPA","SIT99914.1","CDS","bars","Mb1311c"," oppA",NA," len 591 aa. ",NA,"Rv1280c","blue","blue",1,1,8,1
"1327","oppD",1435988,1437826,-1,612,"P63396","oppD","BQ2027_MB1312C","PROBABLE OLIGOPEPTIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER OPPD","SIT99915.1","CDS","bars","Mb1312c"," oppD",NA," len 612 aa. ",NA,"Rv1281c","blue","blue",1,1,8,1
"1328","oppC",1437823,1438698,-1,291,"P66965","oppC","BQ2027_MB1313C","PROBABLE OLIGOPEPTIDE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER OPPC","SIT99916.1","CDS","bars","Mb1313c"," oppC",NA," len 291 aa. ",NA,"Rv1282c","blue","blue",1,1,8,1
"1329","oppB",1438695,1439672,-1,325,"P66967","oppB","BQ2027_MB1314C","PROBABLE OLIGOPEPTIDE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER OPPB","SIT99917.1","CDS","bars","Mb1314c"," oppB",NA," len 325 aa. ",NA,"Rv1283c","blue","blue",1,1,8,1
"1330","canA",1439879,1440370,1,163,"P64798","canA","BQ2027_MB1315","beta-carbonic anhydrase","SIT99918.1","CDS","bars","Mb1315"," -",NA," len 163 aa. ",NA,"Rv1284","blue","blue",1,1,8,1
"1331","cysD",1440464,1441462,1,332,"P65671","cysD","BQ2027_MB1316","PROBABLE SULFATE ADENYLYLTRANSFERASE SUBUNIT 2 CYSD","SIT99919.1","CDS","bars","Mb1316"," cysD",NA," len 332 aa. ",NA,"Rv1285","blue","blue",1,1,8,1
"1332","cysN",1441462,1443306,1,614,"A0A1R3XXW4","cysN","BQ2027_MB1317","PROBABLE BIFUNCTIONAL ENZYME CYSN/CYSC SULFATE ADENYLTRANSFERASE (SUBUNIT 1) + ADENYLYLSULFATE KINASE","SIT99920.1","CDS","bars","Mb1317"," cysN",NA," len 614 aa. ",NA,"Rv1286","blue","blue",1,1,8,1
"1333","BQ2027_MB1318",1443360,1443845,1,161,"P67160","-","BQ2027_MB1318","Predicted transcriptional regulator of sulfate adenylyltransferase, Rrf2 family","SIT99921.1","CDS","bars","Mb1318"," -",NA," len 161 aa. ",NA,"Rv1287","blue","blue",1,1,8,1
"1334","BQ2027_MB1319",1443903,1445120,1,405,"A0A1R3Y024","-","BQ2027_MB1319","Putative esterase","SIT99922.1","CDS","bars","Mb1319"," -",NA," len 405 aa.","Rv1288","Rv1288","blue","blue",1,1,8,1
"1335","BQ2027_MB1320",1445169,1445801,1,210,"P64800","-","BQ2027_MB1320","unknown protein","SIT99923.1","CDS","bars","Mb1320"," -",NA," len 210 aa. ",NA,"Rv1289","blue","blue",1,1,8,1
"1336","BQ2027_MB1321C",1445940,1447505,-1,521,"P0A5E4","-","BQ2027_MB1321C","Predicted membrane protein","SIT99924.1","CDS","bars","Mb1321c"," -",NA," len 521 aa. ",NA,"Rv1290c","blue","blue",1,1,8,1
"1337","BQ2027_MB1322",1447516,1447830,1,104,"A0A1R3XY94","-","BQ2027_MB1322","HYPOTHETICAL PROTEIN","SIT99925.1","CDS","bars","Mb1322"," -",NA," len 104 aa. ",NA,"Rv1290A","blue","blue",1,1,8,1
"1338","BQ2027_MB1323C",1447957,1448292,-1,111,"P0A5E6","-","BQ2027_MB1323C","CONSERVED HYPOTHETICAL SECRETED PROTEIN","SIT99926.1","CDS","bars","Mb1323c"," -",NA," len 111 aa. ",NA,"Rv1291c","blue","blue",1,1,8,1
"1339","argS",1448837,1450489,1,550,"P67570","argS","BQ2027_MB1324","PROBABLE ARGINYL-TRNA SYNTHETASE ARGS (ARGRS) (Arginine--tRNA ligase)","SIT99927.1","CDS","bars","Mb1324"," argS",NA," len 550 aa. ",NA,"Rv1292","blue","blue",1,1,8,1
"1340","lysA",1450486,1451829,1,447,"P0A5M5","lysA","BQ2027_MB1325","diaminopimelate decarboxylase lysa (dap decarboxylase)","SIT99928.1","CDS","bars","Mb1325"," lysA",NA," len 447 aa. ",NA,"Rv1293","blue","blue",1,1,8,1
"1341","thrA",1451833,1453158,1,441,"P63630","thrA","BQ2027_MB1326","PROBABLE HOMOSERINE DEHYDROGENASE THRA","SIT99929.1","CDS","bars","Mb1326"," thrA",NA," len 441 aa. ",NA,"Rv1294","blue","blue",1,1,8,1
"1342","thrC",1453155,1454237,1,360,"P66903","thrC","BQ2027_MB1327","threonine synthase thrc (ts)","SIT99930.1","CDS","bars","Mb1327"," thrC",NA," len 360 aa. ",NA,"Rv1295","blue","blue",1,1,8,1
"1343","thrB",1454455,1455405,1,316,"P65225","thrB","BQ2027_MB1328","PROBABLE HOMOSERINE KINASE THRB","SIT99931.1","CDS","bars","Mb1328"," thrB",NA," len 316 aa. ",NA,"Rv1296","blue","blue",1,1,8,1
"1344","rho",1455662,1457470,1,602,"P66029","rho","BQ2027_MB1329","PROBABLE TRANSCRIPTION TERMINATION FACTOR RHO HOMOLOG","SIT99932.1","CDS","bars","Mb1329"," rho",NA," len 602 aa. ",NA,"Rv1297","blue","blue",1,1,8,1
"1345","rpmE",1457621,1457863,1,80,"P66188","rpmE","BQ2027_MB1330","50s ribosomal protein l31 rpme","SIT99933.1","CDS","bars","Mb1330"," rpmE",NA," len 80 aa. ",NA,"Rv1298","blue","blue",1,1,8,1
"1346","prfA",1457953,1459026,1,357,"P66017","prfA","BQ2027_MB1331","PROBABLE PEPTIDE CHAIN RELEASE FACTOR 1 PRFA (RF-1)","SIT99934.1","CDS","bars","Mb1331"," prfA",NA," len 357 aa. ",NA,"Rv1299","blue","blue",1,1,8,1
"1347","hemK",1459023,1460000,1,325,"A0A1R3XYA7","hemK","BQ2027_MB1332","PROBABLE HEMK PROTEIN HOMOLOG HEMK","SIT99935.1","CDS","bars","Mb1332"," hemK",NA," len 325 aa. ",NA,"Rv1300","blue","blue",1,1,8,1
"1348","BQ2027_MB1333",1460016,1460669,1,217,"A0A1R3XXY6","-","BQ2027_MB1333","Threonylcarbamoyl-AMP synthase (EC","SIT99936.1","CDS","bars","Mb1333"," -",NA," len 217 aa. ",NA,"Rv1301","blue","blue",1,1,8,1
"1349","rfe",1460753,1461967,1,404,"A0A1R3XXY8","rfe","BQ2027_MB1334","probable undecapaprenyl-phosphate alpha-n-acetylglucosaminyltransferase rfe (udp-glcnac transferase)","SIT99937.1","CDS","bars","Mb1334"," rfe",NA," len 404 aa. ",NA,"Rv1302","blue","blue",1,1,8,1
"1350","BQ2027_MB1335",1462224,1462709,1,161,"P64802","-","BQ2027_MB1335","ATP synthase protein I","SIT99938.1","CDS","bars","Mb1335"," -",NA," len 161 aa. ",NA,"Rv1303","blue","blue",1,1,8,1
"1351","atpB",1462702,1463454,1,250,"P63655","atpB","BQ2027_MB1336","PROBABLE ATP SYNTHASE A CHAIN ATPB (PROTEIN 6)","SIT99939.1","CDS","bars","Mb1336"," atpB",NA," len 250 aa. ",NA,"Rv1304","blue","blue",1,1,8,1
"1352","atpE",1463503,1463748,1,81,"P63692","atpE","BQ2027_MB1337","PROBABLE ATP SYNTHASE C CHAIN ATPE (LIPID-BINDING PROTEIN) (DICYCLOHEXYLCARBODIIMIDE-BINDING PROTEIN)","SIT99940.1","CDS","bars","Mb1337"," atpE",NA," len 81 aa. ",NA,"Rv1305","blue","blue",1,1,8,1
"1353","atpF",1463779,1464294,1,171,"P63657","atpF","BQ2027_MB1338","PROBABLE ATP SYNTHASE B CHAIN ATPF","SIT99941.1","CDS","bars","Mb1338"," atpF",NA," len 171 aa. ",NA,"Rv1306","blue","blue",1,1,8,1
"1354","atpH",1464301,1465641,1,446,"P0A501","atpH","BQ2027_MB1339","PROBABLE ATP SYNTHASE DELTA CHAIN ATPH","SIT99942.1","CDS","bars","Mb1339"," atpH",NA," len 446 aa. ",NA,"Rv1307","blue","blue",1,1,8,1
"1355","atpA",1465686,1467335,1,549,"P63674","atpA","BQ2027_MB1340","PROBABLE ATP SYNTHASE ALPHA CHAIN ATPA","SIT99943.1","CDS","bars","Mb1340"," atpA",NA," len 549 aa. ",NA,"Rv1308","blue","blue",1,1,8,1
"1356","atpG",1467342,1468259,1,305,"P63672","atpG","BQ2027_MB1341","PROBABLE ATP SYNTHASE GAMMA CHAIN ATPG","SIT99944.1","CDS","bars","Mb1341"," atpG",NA," len 305 aa. ",NA,"Rv1309","blue","blue",1,1,8,1
"1357","atpD",1468299,1469759,1,486,"P63678","atpD","BQ2027_MB1342","PROBABLE ATP SYNTHASE BETA CHAIN ATPD","SIT99945.1","CDS","bars","Mb1342"," atpD",NA," len 486 aa. ",NA,"Rv1310","blue","blue",1,1,8,1
"1358","atpC",1469773,1470138,1,121,"P63663","atpC","BQ2027_MB1343","PROBABLE ATP SYNTHASE EPSILON CHAIN ATPC","SIT99946.1","CDS","bars","Mb1343"," atpC",NA," len 121 aa. ",NA,"Rv1311","blue","blue",1,1,8,1
"1359","BQ2027_MB1344",1470146,1470580,1,144,"A0A1R3XXZ8","-","BQ2027_MB1344","CONSERVED HYPOTHETICAL SECRETED PROTEIN","SIT99947.1","CDS","bars","Mb1344"," -",NA," len 144 aa. ",NA,"Rv1312","blue","blue",1,1,8,1
"1360","BQ2027_MB1345C",1470627,1471310,-1,227,"NA","-","BQ2027_MB1345C","NA","NA","CDS_pseudo","bars","Mb1345c"," -",NA," len 243 aa. ",NA,"Rv1313c","blue","blue",1,1,8,1
"1361","BQ2027_MB1346C",1471333,1471950,-1,205,"A0A0G2QBZ2","-","BQ2027_MB1346C","POSSIBLE TRANSPOSASE [FIRST PART]","SIT99949.1","CDS","bars","Mb1346c"," -",NA," len 205 aa. ",NA,"Rv1313c","blue","blue",1,1,8,1
"1362","BQ2027_MB1347C",1472116,1472697,-1,193,"P64804","-","BQ2027_MB1347C","ATPCob(I)alamin adenosyltransferase (EC","SIT99950.1","CDS","bars","Mb1347c"," -",NA," len 193 aa. ",NA,"Rv1314c","blue","blue",1,1,8,1
"1363","murA",1472766,1474022,1,418,"P0A5L3","murA","BQ2027_MB1348","PROBABLE UDP-N-ACETYLGLUCOSAMINE 1-CARBOXYVINYLTRANSFERASE MURA","SIT99951.1","CDS","bars","Mb1348"," murA",NA," len 418 aa. ",NA,"Rv1315","blue","blue",1,1,8,1
"1364","ogt",1479578,1480075,-1,165,"P0A697","ogt","BQ2027_MB1349C","methylated-dna--protein-cysteine methyltransferase ogt (6-o-methylguanine-dna methyltransferase) (o-6-methylguanine-dna-alkyltransferase)","SIT99952.1","CDS","bars","Mb1349c"," ogt",NA," len 165 aa. ",NA,"Rv1316c","blue","blue",1,1,8,1
"1365","alkAb",1480072,1481322,-1,416,"A0A1R3Y043","alkAb","BQ2027_MB1350C","PUTATIVE ADA REGULATORY PROTEIN ALKAb [SECOND PART] (Regulatory protein of adaptative response)  Methylated-DNA--protein-cysteine methyltransferase (O-6-methylguanine-DNA alkyltransferase)","SIT99953.1","CDS","bars","Mb1350c"," alkAb",NA," len 416 aa. ",NA,"Rv1317c","blue","blue",1,1,8,1
"1366","alkAa",1481326,1481562,-1,78,"A0A1R3XYZ1","alkAa","BQ2027_MB1351C","PUTATIVE ADA REGULATORY PROTEIN ALKAa [FIRST PART] (Regulatory protein of adaptative response)  Methylated-DNA--protein-cysteine methyltransferase (O-6-methylguanine-DNA alkyltransferase)","SIT99954.1","CDS","bars","Mb1351c"," alkAa",NA," len 78 aa. ",NA,"Rv1317c","blue","blue",1,1,8,1
"1367","BQ2027_MB1352C",1481643,1483268,-1,541,"P63528","-","BQ2027_MB1352C","POSSIBLE ADENYLATE CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLYL CYCLASE)","SIT99955.1","CDS","bars","Mb1352c"," -",NA," len 541 aa. ",NA,"Rv1318c","blue","blue",1,1,8,1
"1368","BQ2027_MB1353C",1483338,1484945,-1,535,"P0A4Y3","-","BQ2027_MB1353C","POSSIBLE ADENYLATE CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLYL CYCLASE)","SIT99956.1","CDS","bars","Mb1353c"," -",NA," len 535 aa. ",NA,"Rv1319c","blue","blue",1,1,8,1
"1369","BQ2027_MB1354C",1484958,1486661,-1,567,"P59972","-","BQ2027_MB1354C","POSSIBLE ADENYLATE CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLYL CYCLASE)","SIT99957.1","CDS","bars","Mb1354c"," -",NA," len 567 aa. ",NA,"Rv1320c","blue","blue",1,1,8,1
"1370","nucS",1486723,1487403,1,226,"P59979","nucS","BQ2027_MB1355","Endonuclease NucS","SIT99958.1","CDS","bars","Mb1355"," -",NA," len 226 aa. ",NA,"Rv1321","blue","blue",1,1,8,1
"1371","BQ2027_MB1356",1487426,1487722,1,98,"P64806","-","BQ2027_MB1356","ATP/GTP-binding protein","SIT99959.1","CDS","bars","Mb1356"," -",NA," len 98 aa. ",NA,"Rv1322","blue","blue",1,1,8,1
"1372","BQ2027_MB1357C",1487757,1488215,-1,152,"A0A1R3XY23","-","BQ2027_MB1357C","Methylmalonyl-CoA epimerase (EC @ Ethylmalonyl-CoA epimerase","SIT99960.1","CDS","bars","Mb1357c"," -",NA," len 152 aa. ",NA,"Rv1322A","blue","blue",1,1,8,1
"1373","fadA4",1488306,1489475,1,389,"P66927","fadA4","BQ2027_MB1358","PROBABLE ACETYL-COA ACETYLTRANSFERASE FADA4 (ACETOACETYL-COA THIOLASE)","SIT99961.1","CDS","bars","Mb1358"," fadA4",NA," len 389 aa. ",NA,"Rv1323","blue","blue",1,1,8,1
"1374","BQ2027_MB1359",1489605,1490519,1,304,"P64808","-","BQ2027_MB1359","POSSIBLE THIOREDOXIN","SIT99962.1","CDS","bars","Mb1359"," -",NA," len 304 aa. ",NA,"Rv1324","blue","blue",1,1,8,1
"1375","PE_PGRS24",1490598,1492409,-1,603,"A0A1R3Y056","PE_PGRS24","BQ2027_MB1360C","pe-pgrs family protein pe_pgrs24","SIT99963.1","CDS","bars","Mb1360c"," PE_PGRS24",NA," len 603 aa. ",NA,"Rv1325c","blue","blue",1,1,8,1
"1376","glgB",1492561,1494756,-1,731,"P59816","glgB","BQ2027_MB1361C","1,4-alpha-glucan branching enzyme glgb (glycogen branching enzyme)","SIT99964.1","CDS","bars","Mb1361c"," glgB",NA," len 731 aa. ",NA,"Rv1326c","blue","blue",1,1,8,1
"1377","glgE",1494764,1496869,-1,701,"P63532","glgE","BQ2027_MB1362C","PROBABLE GLUCANASE GLGE","SIT99965.1","CDS","bars","Mb1362c"," glgE",NA," len 701 aa. ",NA,"Rv1327c","blue","blue",1,1,8,1
"1378","glgP",1497008,1499599,1,863,"Q7U078","glgP","BQ2027_MB1363","PROBABLE GLYCOGEN PHOSPHORYLASE GLGP","SIT99966.1","CDS","bars","Mb1363"," glgP",NA," len 863 aa. ",NA,"Rv1328","blue","blue",1,1,8,1
"1379","dinG",1499639,1501633,-1,664,"P64315","dinG","BQ2027_MB1364C","probable atp-dependent helicase ding","SIT99967.1","CDS","bars","Mb1364c"," dinG",NA," len 664 aa. ",NA,"Rv1329c","blue","blue",1,1,8,1
"1380","pncB1",1501657,1503003,-1,448,"A0A1R3XY18","pncB1","BQ2027_MB1365C","nicotinic acid phosphoribosyltransferase pncB1","SIT99968.1","CDS","bars","Mb1365c"," -",NA," len 448 aa. ",NA,"Rv1330c","blue","blue",1,1,8,1
"1381","clpS",1503105,1503410,1,101,"P67648","clpS","BQ2027_MB1366","ATP-dependent Clp protease adaptor protein ClpS","SIT99969.1","CDS","bars","Mb1366"," -",NA," len 101 aa. ",NA,"Rv1331","blue","blue",1,1,8,1
"1382","BQ2027_MB1367",1503370,1504026,1,218,"P64810","-","BQ2027_MB1367","PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN","SIT99970.1","CDS","bars","Mb1367"," -",NA," len 218 aa. ",NA,"Rv1332","blue","blue",1,1,8,1
"1383","BQ2027_MB1368",1504043,1505077,1,344,"P64812","-","BQ2027_MB1368","PROBABLE HYDROLASE","SIT99971.1","CDS","bars","Mb1368"," -",NA," len 344 aa. ",NA,"Rv1333","blue","blue",1,1,8,1
"1384","mec",1505085,1505525,1,146,"P64814","mec","BQ2027_MB1369","possible hydrolase","SIT99972.1","CDS","bars","Mb1369"," -",NA," len 146 aa. ",NA,"Rv1334","blue","blue",1,1,8,1
"1385","cysO",1505547,1505828,1,93,"P0A647","cysO","BQ2027_MB1370","sulfur carrier protein cysO","SIT99973.1","CDS","bars","Mb1370"," -",NA," len 93 aa. ",NA,"Rv1335","blue","blue",1,1,8,1
"1386","cysM",1505838,1506809,1,323,"P63874","cysM","BQ2027_MB1371","cysteine synthase b cysm (csase b) (o-phosphoserine sulfhydrylase b) (o-phosphoserine (thiol)-lyase b)","SIT99974.1","CDS","bars","Mb1371"," cysM",NA," len 323 aa. ",NA,"Rv1336","blue","blue",1,1,8,1
"1387","BQ2027_MB1372",1506800,1507522,1,240,"P64816","-","BQ2027_MB1372","PROBABLE INTEGRAL MEMBRANE PROTEIN","SIT99975.1","CDS","bars","Mb1372"," -",NA," len 240 aa. ",NA,"Rv1337","blue","blue",1,1,8,1
"1388","murI",1507519,1508334,1,271,"P63636","murI","BQ2027_MB1373","PROBABLE GLUTAMATE RACEMASE MURI","SIT99976.1","CDS","bars","Mb1373"," murI",NA," len 271 aa. ",NA,"Rv1338","blue","blue",1,1,8,1
"1389","BQ2027_MB1374",1508361,1509182,1,273,"P66874","-","BQ2027_MB1374","Metal-dependent hydrolases of the beta-lactamase superfamily III","SIT99977.1","CDS","bars","Mb1374"," -",NA," len 273 aa. ",NA,"Rv1339","blue","blue",1,1,8,1
"1390","rphA",1509199,1509978,1,259,"Q7U076","rphA","BQ2027_MB1375","PROBABLE RIBONUCLEASE RPHA (RNase PH) (tRNA nucleotidyltransferase)","SIT99978.1","CDS","bars","Mb1375"," rphA",NA," len 259 aa. ",NA,"Rv1340","blue","blue",1,1,8,1
"1391","BQ2027_MB1376",1510017,1510631,1,204,"P64308","-","BQ2027_MB1376","Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC","SIT99979.1","CDS","bars","Mb1376"," -",NA," len 204 aa. ",NA,"Rv1341","blue","blue",1,1,8,1
"1392","BQ2027_MB1377C",1510628,1510990,-1,120,"P0A5E8","-","BQ2027_MB1377C","CONSERVED MEMBRANE PROTEIN","SIT99980.1","CDS","bars","Mb1377c"," -",NA," len 120 aa. ",NA,"Rv1342c","blue","blue",1,1,8,1
"1393","lprD",1510987,1511367,-1,126,"A0A1R3XY27","lprD","BQ2027_MB1378C","PROBABLE CONSERVED LIPOPROTEIN LPRD","SIT99981.1","CDS","bars","Mb1378c"," lprD",NA," len 126 aa. ",NA,"Rv1343c","blue","blue",1,1,8,1
"1394","mbtl",1511412,1511732,1,106,"P63453","mbtl","BQ2027_MB1379","acyl carrier protein (acp) mbtl","SIT99982.1","CDS","bars","Mb1379"," -",NA," len 106 aa. ",NA,"Rv1344","blue","blue",1,1,8,1
"1395","mbtm",1511725,1513290,1,521,"P0A4X9","mbtm","BQ2027_MB1380","probable fatty acyl-amp ligase mbtm","SIT99983.1","CDS","bars","Mb1380"," fadD33",NA," len 521 aa. ",NA,"Rv1345","blue","blue",1,1,8,1
"1396","mbtn",1513290,1514450,1,386,"P63432","mbtn","BQ2027_MB1381","acyl-coa dehydrogenase mbtn","SIT99984.1","CDS","bars","Mb1381"," fadE14",NA," len 386 aa. ",NA,"Rv1346","blue","blue",1,1,8,1
"1397","mbtk",1514417,1515049,-1,210,"P64820","mbtk","BQ2027_MB1382C","lysine n-acetyltransferase mbtk","SIT99985.1","CDS","bars","Mb1382c"," -",NA," len 210 aa. ",NA,"Rv1347c","blue","blue",1,1,8,1
"1398","irta",1515491,1518070,1,859,"P63392","irta","BQ2027_MB1383","iron-regulated transporter irta","SIT99986.1","CDS","bars","Mb1383"," -",NA," len 859 aa. ",NA,"Rv1348","blue","blue",1,1,8,1
"1399","irtb",1518067,1519806,1,579,"P63394","irtb","BQ2027_MB1384","iron-regulated transporter irtb","SIT99987.1","CDS","bars","Mb1384"," -",NA," len 579 aa. ",NA,"Rv1349","blue","blue",1,1,8,1
"1400","fabG2",1519935,1520678,1,247,"P66782","fabG2","BQ2027_MB1385","probable 3-oxoacyl-[acyl-carrier protein] reductase fabg2 (3-ketoacyl-acyl carrier protein reductase)","SIT99988.1","CDS","bars","Mb1385"," fabG2",NA," len 247 aa. ",NA,"Rv1350","blue","blue",1,1,8,1
"1401","BQ2027_MB1386",1520675,1521004,1,109,"P64822","-","BQ2027_MB1386","HYPOTHETICAL PROTEIN","SIT99989.1","CDS","bars","Mb1386"," -",NA," len 109 aa. ",NA,"Rv1351","blue","blue",1,1,8,1
"1402","BQ2027_MB1387",1521207,1521578,1,123,"P64824","-","BQ2027_MB1387","conserved protein","SIT99990.1","CDS","bars","Mb1387"," -",NA," len 123 aa. ",NA,"Rv1352","blue","blue",1,1,8,1
"1403","BQ2027_MB1388C",1521644,1522429,-1,261,"P67435","-","BQ2027_MB1388C","PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN","SIT99991.1","CDS","bars","Mb1388c"," -",NA," len 261 aa. ",NA,"Rv1353c","blue","blue",1,1,8,1
