Run,Assay Type,BioSample,Center Name,Consent,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,AvgSpotLen,Bases,Host,Collection_Date,BioSampleModel,isolate,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,isolation_source,strain,collected_by,lat_lon,host_disease,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),sample_type,AssemblyName,sample_name,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,title,Alias,INSDC_center_alias,ENA_CHECKLIST,subject_id,Biomaterial_provider,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,spoligotype,ArrayExpress-SPECIES,Genotype,VNTR,host_description,forward_read_length (run),MD5_checksum2 (run),MD5_checksum (run),reverse_read_length (run),REA,external_id,Submitter_Id,passage_history,identified_by,samp_size,common_name,lab_host,host_sex,geographic_location_(country_and/or_sea),host_health_state,host_scientific_name,Host_Age,host_tissue_sampled,doi_location,Description,env_biome,specific_host,env_feature,env_material,isol_growth_condt,num_replicons,ref_biomaterial,accession (run),object_status (run),study (run),analysis_type (exp),analysis_type (run),flowcell_barcode (run),gssr_id (exp),gssr_id (run),instrument_name (run),isolation-source,lane (run),library_type (exp)
SRR1791956,WGS,SAMN03300314,USDA-NVSL-DBL,public,SRX867618,Illumina MiSeq,250: 05-6101,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,1-May,SRP053287,PRJNA251692,359349716,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",444,524310024,Cattle,2005,Pathogen.cl,MB265,Mexico,North America,Mexico,Tissue,1-May,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791755,WGS,SAMN03300113,USDA-NVSL-DBL,public,SRX867417,Illumina MiSeq,250: 01-6106,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,6-Jan,SRP053287,PRJNA251692,497855188,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",448,658588396,Cattle,2001,Pathogen.cl,MB64,Mexico,North America,Mexico,Tissue,6-Jan,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791957,WGS,SAMN03300315,USDA-NVSL-DBL,public,SRX867619,Illumina MiSeq,250: 05-6134,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,May-34,SRP053287,PRJNA251692,210952313,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",472,285382868,Cattle,2005,Pathogen.cl,MB266,USA,North America,USA:AZ,Tissue,May-34,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792258,WGS,SAMN03300616,USDA-NVSL-DBL,public,SRX867920,Illumina HiSeq 2000,250: 10-6148,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2017-10-13T00:00:00Z,Oct-48,SRP053287,PRJNA251692,915183547,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",108,1148488092,Cattle,2010,Pathogen.cl,MB567,USA,North America,USA:KY,Tissue,Oct-48,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791756,WGS,SAMN03300114,USDA-NVSL-DBL,public,SRX867418,Illumina MiSeq,250: 01-6168,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Jan-68,SRP053287,PRJNA251692,145534994,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",489,240082091,Cattle,2001,Pathogen.cl,MB65,Mexico,North America,Mexico,Tissue,Jan-68,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792068,WGS,SAMN03300426,USDA-NVSL-DBL,public,SRX867730,Illumina MiSeq,250: 07-6182,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Jul-82,SRP053287,PRJNA251692,285083830,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",447,374014040,Cattle,2007,Pathogen.cl,MB377,USA,North America,USA:SD,Tissue,Jul-82,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791891,WGS,SAMN03300249,USDA-NVSL-DBL,public,SRX867553,Illumina MiSeq,250: 03-6196,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Mar-96,SRP053287,PRJNA251692,380951496,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",480,671866298,Cattle,2003,Pathogen.cl,MB200,Mexico,North America,Mexico,Tissue,Mar-96,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791826,WGS,SAMN03300184,USDA-NVSL-DBL,public,SRX867488,Illumina MiSeq,250: 02-6201,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,1-Feb,SRP053287,PRJNA251692,565277267,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",466,881242326,Cattle,2002,Pathogen.cl,MB135,Mexico,North America,Mexico,Tissue,1-Feb,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791757,WGS,SAMN03300115,USDA-NVSL-DBL,public,SRX867419,Illumina MiSeq,250: 01-6221,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,21-Jan,SRP053287,PRJNA251692,534944007,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",471,785386870,Cattle,2001,Pathogen.cl,MB66,USA,North America,USA:MI,Tissue,21-Jan,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791828,WGS,SAMN03300186,USDA-NVSL-DBL,public,SRX867490,Illumina HiSeq 2000,250: 02-6234,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2017-10-13T00:00:00Z,Feb-34,SRP053287,PRJNA251692,418597265,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",106,491386532,Cattle,2002,Pathogen.cl,MB137,USA,North America,USA:MI,Tissue,Feb-34,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791829,WGS,SAMN03300187,USDA-NVSL-DBL,public,SRX867491,Illumina MiSeq,250: 02-6246,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Feb-46,SRP053287,PRJNA251692,464659337,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",477,732715189,Cattle,2002,Pathogen.cl,MB138,Mexico,North America,Mexico,Tissue,Feb-46,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791830,WGS,SAMN03300188,USDA-NVSL-DBL,public,SRX867492,Illumina MiSeq,250: 02-6259,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Feb-59,SRP053287,PRJNA251692,767622761,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",446,1334452083,Cattle,2002,Pathogen.cl,MB139,USA,North America,USA:NM,Tissue,Feb-59,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791831,WGS,SAMN03300189,USDA-NVSL-DBL,public,SRX867493,Illumina MiSeq,250: 02-6281,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Feb-81,SRP053287,PRJNA251692,535751209,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",471,892153196,Cattle,2002,Pathogen.cl,MB140,Mexico,North America,Mexico,Tissue,Feb-81,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791920,WGS,SAMN03300278,USDA-NVSL-DBL,public,SRX867582,Illumina MiSeq,250: 04-6310,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,10-Apr,SRP053287,PRJNA251692,350296122,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",449,621004812,Cattle,2004,Pathogen.cl,MB229,USA,North America,USA:NM,Tissue,10-Apr,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791758,WGS,SAMN03300116,USDA-NVSL-DBL,public,SRX867420,Illumina MiSeq,250: 01-6318,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,18-Jan,SRP053287,PRJNA251692,373531018,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",474,596030255,Cattle,2001,Pathogen.cl,MB67,Mexico,North America,Mexico,Tissue,18-Jan,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791958,WGS,SAMN03300316,USDA-NVSL-DBL,public,SRX867620,Illumina MiSeq,250: 05-6326,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,26-May,SRP053287,PRJNA251692,486949809,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",426,710877746,Cattle,2005,Pathogen.cl,MB267,Mexico,North America,Mexico,Tissue,26-May,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791921,WGS,SAMN03300279,USDA-NVSL-DBL,public,SRX867583,Illumina MiSeq,250: 04-6401,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,1-Apr,SRP053287,PRJNA251692,490723368,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",462,810223682,Cattle,2004,Pathogen.cl,MB230,USA,North America,USA:NM,Tissue,1-Apr,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791922,WGS,SAMN03300280,USDA-NVSL-DBL,public,SRX867584,Illumina MiSeq,250: 04-6402,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,2-Apr,SRP053287,PRJNA251692,202455484,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",474,317504109,Cattle,2004,Pathogen.cl,MB231,USA,North America,USA:NM,Tissue,2-Apr,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791759,WGS,SAMN03300117,USDA-NVSL-DBL,public,SRX867421,Illumina MiSeq,250: 01-6410,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,10-Jan,SRP053287,PRJNA251692,476803653,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",475,751699510,Cattle,2001,Pathogen.cl,MB68,Mexico,North America,Mexico,Tissue,10-Jan,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791833,WGS,SAMN03300191,USDA-NVSL-DBL,public,SRX867495,Illumina MiSeq,250: 02-6426,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,26-Feb,SRP053287,PRJNA251692,428717446,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",469,616920476,Cattle,2002,Pathogen.cl,MB142,Mexico,North America,Mexico,Tissue,26-Feb,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791834,WGS,SAMN03300192,USDA-NVSL-DBL,public,SRX867496,Illumina MiSeq,250: 02-6427,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,27-Feb,SRP053287,PRJNA251692,580567414,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",466,952180161,Cattle,2002,Pathogen.cl,MB143,Mexico,North America,Mexico,Tissue,27-Feb,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791760,WGS,SAMN03300118,USDA-NVSL-DBL,public,SRX867422,Illumina MiSeq,250: 01-6428,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,28-Jan,SRP053287,PRJNA251692,504019967,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",431,736099342,Cattle,2001,Pathogen.cl,MB69,Mexico,North America,Mexico,Tissue,28-Jan,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791835,WGS,SAMN03300193,USDA-NVSL-DBL,public,SRX867497,Illumina MiSeq,250: 02-6429,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Feb-29,SRP053287,PRJNA251692,345120471,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",475,567805053,Cattle,2002,Pathogen.cl,MB144,Mexico,North America,Mexico,Tissue,Feb-29,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791836,WGS,SAMN03300194,USDA-NVSL-DBL,public,SRX867498,Illumina MiSeq,250: 02-6430,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Feb-30,SRP053287,PRJNA251692,529345260,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",476,833741437,Cattle,2002,Pathogen.cl,MB145,Mexico,North America,Mexico,Tissue,Feb-30,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791837,WGS,SAMN03300195,USDA-NVSL-DBL,public,SRX867499,Illumina MiSeq,250: 02-6431,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Feb-31,SRP053287,PRJNA251692,476214240,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",469,717247335,Cattle,2002,Pathogen.cl,MB146,Mexico,North America,Mexico,Tissue,Feb-31,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791959,WGS,SAMN03300317,USDA-NVSL-DBL,public,SRX867621,Illumina MiSeq,250: 05-6456,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,May-56,SRP053287,PRJNA251692,436381778,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",438,635562266,Cattle,2005,Pathogen.cl,MB268,Mexico,North America,Mexico,Tissue,May-56,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792155,WGS,SAMN03300513,USDA-NVSL-DBL,public,SRX867817,Illumina MiSeq,250: 08-6489,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Aug-89,SRP053287,PRJNA251692,433960561,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",464,663478364,Cattle,2008,Pathogen.cl,MB464,Mexico,North America,Mexico,Tissue,Aug-89,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791838,WGS,SAMN03300196,USDA-NVSL-DBL,public,SRX867500,Illumina HiSeq 2000,250: 02-6570,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Feb-70,SRP053287,PRJNA251692,257270462,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",106,367123368,Cattle,2002,Pathogen.cl,MB147,USA,North America,USA:CA,Tissue,Feb-70,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791960,WGS,SAMN03300318,USDA-NVSL-DBL,public,SRX867622,Illumina MiSeq,250: 05-6593,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,May-93,SRP053287,PRJNA251692,234700051,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",479,344439293,Cattle,2005,Pathogen.cl,MB269,Mexico,North America,Mexico,Tissue,May-93,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791839,WGS,SAMN03300197,USDA-NVSL-DBL,public,SRX867501,Illumina MiSeq,250: 02-6627,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,27-Feb,SRP053287,PRJNA251692,471281280,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",439,699808640,Cattle,2002,Pathogen.cl,MB148,USA,North America,USA:MI,Tissue,27-Feb,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791892,WGS,SAMN03300250,USDA-NVSL-DBL,public,SRX867554,Illumina MiSeq,250: 03-6776,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Mar-76,SRP053287,PRJNA251692,705637011,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",479,1205048593,Cattle,2003,Pathogen.cl,MB201,Mexico,North America,Mexico,Tissue,Mar-76,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792260,WGS,SAMN03300618,USDA-NVSL-DBL,public,SRX867922,Illumina MiSeq,250: 10-6807,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,7-Oct,SRP053287,PRJNA251692,462990700,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",445,671267342,Cattle,2010,Pathogen.cl,MB569,USA,North America,USA:CO,Tissue,7-Oct,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792345,WGS,SAMN03300703,USDA-NVSL-DBL,public,SRX868007,Illumina MiSeq,250: 12-6818,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,18-Dec,SRP053287,PRJNA251692,375175278,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",460,493654437,Cattle,2012,Pathogen.cl,MB654,Mexico,North America,Mexico,Tissue,18-Dec,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792298,WGS,SAMN03300656,USDA-NVSL-DBL,public,SRX867960,Illumina MiSeq,250: 11-6824,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,24-Nov,SRP053287,PRJNA251692,566320367,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",475,838061582,Cattle,2011,Pathogen.cl,MB607,Mexico,North America,Mexico,Tissue,24-Nov,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792300,WGS,SAMN03300658,USDA-NVSL-DBL,public,SRX867962,Illumina MiSeq,250: 11-6826,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,26-Nov,SRP053287,PRJNA251692,435880935,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",472,630784242,Cattle,2011,Pathogen.cl,MB609,Mexico,North America,Mexico,Tissue,26-Nov,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792069,WGS,SAMN03300427,USDA-NVSL-DBL,public,SRX867731,Illumina HiSeq 2000,250: 07-6884,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2017-10-21T00:00:00Z,Jul-84,SRP053287,PRJNA251692,578488143,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",108,698284800,Cattle,2007,Pathogen.cl,MB378,USA,North America,USA:MI,Tissue,Jul-84,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792023,WGS,SAMN03300381,USDA-NVSL-DBL,public,SRX867685,Illumina MiSeq,250: 06-6987,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Jun-87,SRP053287,PRJNA251692,490622153,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",450,772393298,Cattle,2006,Pathogen.cl,MB332,USA,North America,USA:MI,Tissue,Jun-87,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791923,WGS,SAMN03300281,USDA-NVSL-DBL,public,SRX867585,Illumina MiSeq,250: 04-7017,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,17-Apr,SRP053287,PRJNA251692,251869955,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",448,367055649,Cattle,2004,Pathogen.cl,MB232,Mexico,North America,Mexico,Tissue,17-Apr,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792261,WGS,SAMN03300619,USDA-NVSL-DBL,public,SRX867923,Illumina MiSeq,250: 10-7034,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Oct-34,SRP053287,PRJNA251692,693333963,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",385,949552548,Cattle,2010,Pathogen.cl,MB570,USA,North America,USA:OH,Tissue,Oct-34,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791924,WGS,SAMN03300282,USDA-NVSL-DBL,public,SRX867586,Illumina MiSeq,250: 04-7038,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Apr-38,SRP053287,PRJNA251692,430699532,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",438,629053322,Cattle,2004,Pathogen.cl,MB233,Mexico,North America,Mexico,Tissue,Apr-38,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792158,WGS,SAMN03300516,USDA-NVSL-DBL,public,SRX867820,Illumina MiSeq,250: 08-7119,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,19-Aug,SRP053287,PRJNA251692,578885018,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",457,893016493,Cattle,2008,Pathogen.cl,MB467,Mexico,North America,Mexico,Tissue,19-Aug,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
