Name	n_Nucleotides	n_Sequences	Percent_GC	Percent_Identical Sites	Percent_Pairwise_Identity	Created	Created Date	Description	Free end gaps	Max Sequence Length	Mean Coverage	Min Sequence Length	Modified	Ref Seq Index	Ref Seq Length	Ref Seq Name	Sequence_Length	Size	Topology	URN
group_72.aln	768453	851	65.2%	100.0%	100.0%	Tue Oct 05 22:20:32 EDT 2021	Tue Oct 05 22:20:32 EDT 2021	Alignment of 851 sequences	true	903	851.0	903	Wed Oct 06 07:28:18 EDT 2021	-1	0		903	228 KB	linear	urn:local:.:p0a-dxz06zr
group_73.aln	1284159	851	66.4%	99.5%	100.0%	Tue Oct 05 22:20:34 EDT 2021	Tue Oct 05 22:20:34 EDT 2021	Alignment of 851 sequences	true	1509	851.0	1509	Wed Oct 06 07:28:18 EDT 2021	-1	0		1509	357 KB	linear	urn:local:.:p0b-dxz06zr
group_74.aln	954822	851	68.2%	99.5%	100.0%	Tue Oct 05 22:20:35 EDT 2021	Tue Oct 05 22:20:35 EDT 2021	Alignment of 851 sequences	true	1122	851.0	1122	Wed Oct 06 07:28:18 EDT 2021	-1	0		1122	276 KB	linear	urn:local:.:p0c-dxz06zr
group_75.aln	163392	851	62.5%	99.5%	100.0%	Tue Oct 05 22:20:37 EDT 2021	Tue Oct 05 22:20:37 EDT 2021	Alignment of 851 sequences	true	192	851.0	192	Wed Oct 06 07:28:18 EDT 2021	-1	0		192	79 KB	linear	urn:local:.:p0d-dxz06zr
group_76.aln	811854	851	67.4%	99.7%	100.0%	Tue Oct 05 22:20:39 EDT 2021	Tue Oct 05 22:20:39 EDT 2021	Alignment of 851 sequences	true	954	851.0	954	Wed Oct 06 07:28:18 EDT 2021	-1	0		954	238 KB	linear	urn:local:.:p0e-dxz06zr
group_77.aln	717393	851	62.9%	98.8%	100.0%	Tue Oct 05 22:20:41 EDT 2021	Tue Oct 05 22:20:41 EDT 2021	Alignment of 851 sequences	true	843	851.0	843	Wed Oct 06 07:28:18 EDT 2021	-1	0		843	215 KB	linear	urn:local:.:p0f-dxz06zr
group_78.aln	768453	851	63.1%	99.4%	100.0%	Tue Oct 05 22:20:43 EDT 2021	Tue Oct 05 22:20:43 EDT 2021	Alignment of 851 sequences	true	903	851.0	903	Wed Oct 06 07:28:18 EDT 2021	-1	0		903	228 KB	linear	urn:local:.:p0g-dxz06zr
group_83.aln	227217	851	63.3%	100.0%	100.0%	Tue Oct 05 22:20:52 EDT 2021	Tue Oct 05 22:20:52 EDT 2021	Alignment of 851 sequences	true	267	851.0	267	Wed Oct 06 07:28:18 EDT 2021	-1	0		267	95 KB	linear	urn:local:.:p0h-dxz06zr
group_84.aln	227217	851	62.9%	99.3%	100.0%	Tue Oct 05 22:20:54 EDT 2021	Tue Oct 05 22:20:54 EDT 2021	Alignment of 851 sequences	true	267	851.0	267	Wed Oct 06 07:28:18 EDT 2021	-1	0		267	95 KB	linear	urn:local:.:p0i-dxz06zr
group_85.aln	765900	851	67.0%	99.7%	100.0%	Tue Oct 05 22:20:55 EDT 2021	Tue Oct 05 22:20:55 EDT 2021	Alignment of 851 sequences	true	900	851.0	900	Wed Oct 06 07:28:18 EDT 2021	-1	0		900	227 KB	linear	urn:local:.:p0j-dxz06zr
group_86.aln	201687	851	66.2%	60.8%	99.9%	Tue Oct 05 22:20:57 EDT 2021	Tue Oct 05 22:20:57 EDT 2021	Alignment of 851 sequences	true	237	851.0	237	Wed Oct 06 07:28:17 EDT 2021	-1	0		237	89 KB	linear	urn:local:.:p0k-dxz06zr
group_87.aln	2910420	851	67.4%	99.6%	100.0%	Tue Oct 05 22:20:59 EDT 2021	Tue Oct 05 22:20:59 EDT 2021	Alignment of 851 sequences	true	3420	851.0	3420	Wed Oct 06 07:28:17 EDT 2021	-1	0		3420	755 KB	linear	urn:local:.:p0l-dxz06zr
group_90.aln	763347	851	64.0%	99.3%	100.0%	Tue Oct 05 22:21:04 EDT 2021	Tue Oct 05 22:21:04 EDT 2021	Alignment of 851 sequences	true	897	851.0	897	Wed Oct 06 07:28:17 EDT 2021	-1	0		897	227 KB	linear	urn:local:.:p0m-dxz06zr
group_92.aln	671439	851	59.3%	99.6%	100.0%	Tue Oct 05 22:21:08 EDT 2021	Tue Oct 05 22:21:08 EDT 2021	Alignment of 851 sequences	true	789	851.0	789	Wed Oct 06 07:28:17 EDT 2021	-1	0		789	204 KB	linear	urn:local:.:p0n-dxz06zr
group_93.aln	423798	851	64.5%	99.4%	100.0%	Tue Oct 05 22:21:10 EDT 2021	Tue Oct 05 22:21:10 EDT 2021	Alignment of 851 sequences	true	498	851.0	498	Wed Oct 06 07:28:17 EDT 2021	-1	0		498	143 KB	linear	urn:local:.:p0o-dxz06zr
group_94.aln	423798	851	62.9%	99.8%	100.0%	Tue Oct 05 22:21:12 EDT 2021	Tue Oct 05 22:21:12 EDT 2021	Alignment of 851 sequences	true	498	851.0	498	Wed Oct 06 07:28:17 EDT 2021	-1	0		498	143 KB	linear	urn:local:.:p0p-dxz06zr
group_95.aln	423798	851	71.1%	99.8%	100.0%	Tue Oct 05 22:21:14 EDT 2021	Tue Oct 05 22:21:14 EDT 2021	Alignment of 851 sequences	true	498	851.0	498	Wed Oct 06 07:28:17 EDT 2021	-1	0		498	143 KB	linear	urn:local:.:p0q-dxz06zr
group_96.aln	423798	851	66.5%	98.8%	100.0%	Tue Oct 05 22:21:15 EDT 2021	Tue Oct 05 22:21:15 EDT 2021	Alignment of 851 sequences	true	498	851.0	498	Wed Oct 06 07:28:17 EDT 2021	-1	0		498	143 KB	linear	urn:local:.:p0r-dxz06zr
group_97.aln	423798	851	67.9%	99.8%	100.0%	Tue Oct 05 22:21:18 EDT 2021	Tue Oct 05 22:21:18 EDT 2021	Alignment of 851 sequences	true	498	851.0	498	Wed Oct 06 07:28:17 EDT 2021	-1	0		498	143 KB	linear	urn:local:.:p0s-dxz06zr
group_98.aln	605061	851	69.2%	99.4%	100.0%	Tue Oct 05 22:21:19 EDT 2021	Tue Oct 05 22:21:19 EDT 2021	Alignment of 851 sequences	true	711	851.0	711	Wed Oct 06 07:28:16 EDT 2021	-1	0		711	188 KB	linear	urn:local:.:p0t-dxz06zr
group_99.aln	505494	851	65.0%	99.7%	100.0%	Tue Oct 05 22:21:21 EDT 2021	Tue Oct 05 22:21:21 EDT 2021	Alignment of 851 sequences	true	594	851.0	594	Wed Oct 06 07:28:16 EDT 2021	-1	0		594	163 KB	linear	urn:local:.:p0u-dxz06zr
group_100.aln	760794	851	66.1%	99.7%	100.0%	Tue Oct 05 22:15:34 EDT 2021	Tue Oct 05 22:15:34 EDT 2021	Alignment of 851 sequences	true	894	851.0	894	Wed Oct 06 07:28:16 EDT 2021	-1	0		894	226 KB	linear	urn:local:.:p0v-dxz06zr
group_101.aln	594849	851	63.2%	99.4%	100.0%	Tue Oct 05 22:15:36 EDT 2021	Tue Oct 05 22:15:36 EDT 2021	Alignment of 851 sequences	true	699	851.0	699	Wed Oct 06 07:28:16 EDT 2021	-1	0		699	185 KB	linear	urn:local:.:p0w-dxz06zr
group_103.aln	237429	851	67.7%	100.0%	100.0%	Tue Oct 05 22:15:39 EDT 2021	Tue Oct 05 22:15:39 EDT 2021	Alignment of 851 sequences	true	279	851.0	279	Wed Oct 06 07:28:16 EDT 2021	-1	0		279	97 KB	linear	urn:local:.:p0x-dxz06zr
group_104.aln	97014	851	58.8%	100.0%	100.0%	Tue Oct 05 22:15:40 EDT 2021	Tue Oct 05 22:15:40 EDT 2021	Alignment of 851 sequences	true	114	851.0	114	Wed Oct 06 07:28:16 EDT 2021	-1	0		114	63 KB	linear	urn:local:.:p0y-dxz06zr
group_105.aln	469752	851	67.6%	98.6%	100.0%	Tue Oct 05 22:15:43 EDT 2021	Tue Oct 05 22:15:43 EDT 2021	Alignment of 851 sequences	true	552	851.0	552	Wed Oct 06 07:28:16 EDT 2021	-1	0		552	154 KB	linear	urn:local:.:p0z-dxz06zr
group_106.aln	1184592	851	66.7%	99.9%	100.0%	Tue Oct 05 22:15:44 EDT 2021	Tue Oct 05 22:15:44 EDT 2021	Alignment of 851 sequences	true	1392	851.0	1392	Wed Oct 06 07:28:16 EDT 2021	-1	0		1392	332 KB	linear	urn:local:.:p10-dxz06zr
group_107.aln	449328	851	64.8%	100.0%	100.0%	Tue Oct 05 22:15:46 EDT 2021	Tue Oct 05 22:15:46 EDT 2021	Alignment of 851 sequences	true	528	851.0	528	Wed Oct 06 07:28:16 EDT 2021	-1	0		528	149 KB	linear	urn:local:.:p11-dxz06zr
group_108.aln	388056	851	62.7%	100.0%	100.0%	Tue Oct 05 22:15:48 EDT 2021	Tue Oct 05 22:15:48 EDT 2021	Alignment of 851 sequences	true	456	851.0	456	Wed Oct 06 07:28:16 EDT 2021	-1	0		456	134 KB	linear	urn:local:.:p12-dxz06zr
group_109.aln	127650	851	69.3%	99.3%	100.0%	Tue Oct 05 22:15:49 EDT 2021	Tue Oct 05 22:15:49 EDT 2021	Alignment of 851 sequences	true	150	851.0	150	Wed Oct 06 07:28:16 EDT 2021	-1	0		150	71 KB	linear	urn:local:.:p13-dxz06zr
group_110.aln	531024	851	60.4%	99.8%	100.0%	Tue Oct 05 22:15:51 EDT 2021	Tue Oct 05 22:15:51 EDT 2021	Alignment of 851 sequences	true	624	851.0	624	Wed Oct 06 07:28:16 EDT 2021	-1	0		624	169 KB	linear	urn:local:.:p14-dxz06zr
group_111.aln	388056	851	66.2%	100.0%	100.0%	Tue Oct 05 22:15:52 EDT 2021	Tue Oct 05 22:15:52 EDT 2021	Alignment of 851 sequences	true	456	851.0	456	Wed Oct 06 07:28:16 EDT 2021	-1	0		456	134 KB	linear	urn:local:.:p15-dxz06zr
group_112.aln	73186	851	67.4%	54.7%	99.6%	Tue Oct 05 22:15:53 EDT 2021	Tue Oct 05 22:15:53 EDT 2021	Alignment of 851 sequences	true	86	851.0	86	Wed Oct 06 07:28:15 EDT 2021	-1	0		86	57 KB	linear	urn:local:.:p16-dxz06zr
group_113.aln	288489	851	69.3%	98.8%	100.0%	Tue Oct 05 22:15:55 EDT 2021	Tue Oct 05 22:15:55 EDT 2021	Alignment of 851 sequences	true	339	851.0	339	Wed Oct 06 07:28:15 EDT 2021	-1	0		339	110 KB	linear	urn:local:.:p17-dxz06zr
group_114.aln	890146	851	67.5%	99.6%	100.0%	Tue Oct 05 22:15:56 EDT 2021	Tue Oct 05 22:15:56 EDT 2021	Alignment of 851 sequences	true	1046	851.0	1046	Wed Oct 06 07:28:15 EDT 2021	-1	0		1046	260 KB	linear	urn:local:.:p18-dxz06zr
group_115.aln	484219	851	66.8%	99.3%	100.0%	Tue Oct 05 22:15:57 EDT 2021	Tue Oct 05 22:15:57 EDT 2021	Alignment of 851 sequences	true	569	851.0	569	Wed Oct 06 07:28:15 EDT 2021	-1	0		569	158 KB	linear	urn:local:.:p19-dxz06zr
group_116.aln	252747	851	66.7%	99.7%	100.0%	Tue Oct 05 22:15:58 EDT 2021	Tue Oct 05 22:15:58 EDT 2021	Alignment of 851 sequences	true	297	851.0	297	Wed Oct 06 07:28:15 EDT 2021	-1	0		297	101 KB	linear	urn:local:.:p1a-dxz06zr
group_117.aln	691863	851	63.3%	99.8%	100.0%	Tue Oct 05 22:16:00 EDT 2021	Tue Oct 05 22:16:00 EDT 2021	Alignment of 851 sequences	true	813	851.0	813	Wed Oct 06 07:28:15 EDT 2021	-1	0		813	209 KB	linear	urn:local:.:p1b-dxz06zr
group_119.aln	584637	851	63.9%	98.7%	99.9%	Tue Oct 05 22:16:02 EDT 2021	Tue Oct 05 22:16:02 EDT 2021	Alignment of 851 sequences	true	687	851.0	687	Wed Oct 06 07:28:15 EDT 2021	-1	0		687	182 KB	linear	urn:local:.:p1c-dxz06zr
group_120.aln	421245	851	58.8%	99.6%	100.0%	Tue Oct 05 22:16:03 EDT 2021	Tue Oct 05 22:16:03 EDT 2021	Alignment of 851 sequences	true	495	851.0	495	Wed Oct 06 07:28:15 EDT 2021	-1	0		495	142 KB	linear	urn:local:.:p1d-dxz06zr
group_121.aln	421245	851	65.3%	99.6%	99.9%	Tue Oct 05 22:16:04 EDT 2021	Tue Oct 05 22:16:04 EDT 2021	Alignment of 851 sequences	true	495	851.0	495	Wed Oct 06 07:28:15 EDT 2021	-1	0		495	142 KB	linear	urn:local:.:p1e-dxz06zr
group_122.aln	421245	851	69.6%	99.0%	99.9%	Tue Oct 05 22:16:05 EDT 2021	Tue Oct 05 22:16:05 EDT 2021	Alignment of 851 sequences	true	495	851.0	495	Wed Oct 06 07:28:15 EDT 2021	-1	0		495	142 KB	linear	urn:local:.:p1f-dxz06zr
group_123.aln	531024	851	63.9%	99.8%	100.0%	Tue Oct 05 22:16:06 EDT 2021	Tue Oct 05 22:16:06 EDT 2021	Alignment of 851 sequences	true	624	851.0	624	Wed Oct 06 07:28:15 EDT 2021	-1	0		624	169 KB	linear	urn:local:.:p1g-dxz06zr
group_125.aln	753135	851	65.8%	99.4%	100.0%	Tue Oct 05 22:16:09 EDT 2021	Tue Oct 05 22:16:09 EDT 2021	Alignment of 851 sequences	true	885	851.0	885	Wed Oct 06 07:28:14 EDT 2021	-1	0		885	224 KB	linear	urn:local:.:p1h-dxz06zr
group_126.aln	538683	851	70.5%	99.8%	100.0%	Tue Oct 05 22:16:11 EDT 2021	Tue Oct 05 22:16:11 EDT 2021	Alignment of 851 sequences	true	633	851.0	633	Wed Oct 06 07:28:14 EDT 2021	-1	0		633	172 KB	linear	urn:local:.:p1i-dxz06zr
group_127.aln	755688	851	68.7%	99.8%	100.0%	Tue Oct 05 22:16:12 EDT 2021	Tue Oct 05 22:16:12 EDT 2021	Alignment of 851 sequences	true	888	851.0	888	Wed Oct 06 07:28:14 EDT 2021	-1	0		888	224 KB	linear	urn:local:.:p1j-dxz06zr
group_128.aln	742923	851	63.1%	99.5%	100.0%	Tue Oct 05 22:16:13 EDT 2021	Tue Oct 05 22:16:13 EDT 2021	Alignment of 851 sequences	true	873	851.0	873	Wed Oct 06 07:28:14 EDT 2021	-1	0		873	222 KB	linear	urn:local:.:p1k-dxz06zr
group_129.aln	755688	851	66.0%	99.4%	100.0%	Tue Oct 05 22:16:14 EDT 2021	Tue Oct 05 22:16:14 EDT 2021	Alignment of 851 sequences	true	888	851.0	888	Wed Oct 06 07:28:14 EDT 2021	-1	0		888	224 KB	linear	urn:local:.:p1l-dxz06zr
group_130.aln	224664	851	65.9%	99.6%	100.0%	Tue Oct 05 22:16:16 EDT 2021	Tue Oct 05 22:16:16 EDT 2021	Alignment of 851 sequences	true	264	851.0	264	Wed Oct 06 07:28:14 EDT 2021	-1	0		264	94 KB	linear	urn:local:.:p1m-dxz06zr
group_131.aln	755688	851	64.2%	99.8%	100.0%	Tue Oct 05 22:16:18 EDT 2021	Tue Oct 05 22:16:18 EDT 2021	Alignment of 851 sequences	true	888	851.0	888	Wed Oct 06 07:28:14 EDT 2021	-1	0		888	224 KB	linear	urn:local:.:p1n-dxz06zr
group_132.aln	224664	851	63.6%	99.6%	100.0%	Tue Oct 05 22:16:19 EDT 2021	Tue Oct 05 22:16:19 EDT 2021	Alignment of 851 sequences	true	264	851.0	264	Wed Oct 06 07:28:14 EDT 2021	-1	0		264	94 KB	linear	urn:local:.:p1o-dxz06zr
group_133.aln	224664	851	62.9%	99.2%	100.0%	Tue Oct 05 22:16:20 EDT 2021	Tue Oct 05 22:16:20 EDT 2021	Alignment of 851 sequences	true	264	851.0	264	Wed Oct 06 07:28:14 EDT 2021	-1	0		264	94 KB	linear	urn:local:.:p1p-dxz06zr
group_134.aln	224664	851	66.3%	100.0%	100.0%	Tue Oct 05 22:16:22 EDT 2021	Tue Oct 05 22:16:22 EDT 2021	Alignment of 851 sequences	true	264	851.0	264	Wed Oct 06 07:28:14 EDT 2021	-1	0		264	94 KB	linear	urn:local:.:p1q-dxz06zr
group_136.aln	242535	851	63.9%	99.6%	100.0%	Tue Oct 05 22:16:25 EDT 2021	Tue Oct 05 22:16:25 EDT 2021	Alignment of 851 sequences	true	285	851.0	285	Wed Oct 06 07:28:14 EDT 2021	-1	0		285	99 KB	linear	urn:local:.:p1r-dxz06zr
group_137.aln	1465422	851	67.7%	99.7%	100.0%	Tue Oct 05 22:16:26 EDT 2021	Tue Oct 05 22:16:26 EDT 2021	Alignment of 851 sequences	true	1722	851.0	1722	Wed Oct 06 07:28:14 EDT 2021	-1	0		1722	401 KB	linear	urn:local:.:p1s-dxz06zr
group_138.aln	456987	851	69.8%	99.4%	100.0%	Tue Oct 05 22:16:28 EDT 2021	Tue Oct 05 22:16:28 EDT 2021	Alignment of 851 sequences	true	537	851.0	537	Wed Oct 06 07:28:13 EDT 2021	-1	0		537	152 KB	linear	urn:local:.:p1t-dxz06zr
group_139.aln	260406	851	56.3%	99.7%	99.9%	Tue Oct 05 22:16:29 EDT 2021	Tue Oct 05 22:16:29 EDT 2021	Alignment of 851 sequences	true	306	851.0	306	Wed Oct 06 07:28:13 EDT 2021	-1	0		306	103 KB	linear	urn:local:.:p1u-dxz06zr
group_141.aln	303807	851	65.8%	99.4%	100.0%	Tue Oct 05 22:16:32 EDT 2021	Tue Oct 05 22:16:32 EDT 2021	Alignment of 851 sequences	true	357	851.0	357	Wed Oct 06 07:28:13 EDT 2021	-1	0		357	114 KB	linear	urn:local:.:p1v-dxz06zr
group_142.aln	753135	851	65.5%	99.8%	100.0%	Tue Oct 05 22:16:34 EDT 2021	Tue Oct 05 22:16:34 EDT 2021	Alignment of 851 sequences	true	885	851.0	885	Wed Oct 06 07:28:13 EDT 2021	-1	0		885	224 KB	linear	urn:local:.:p1w-dxz06zr
group_143.aln	753135	851	67.9%	99.2%	100.0%	Tue Oct 05 22:16:35 EDT 2021	Tue Oct 05 22:16:35 EDT 2021	Alignment of 851 sequences	true	885	851.0	885	Wed Oct 06 07:28:13 EDT 2021	-1	0		885	224 KB	linear	urn:local:.:p1x-dxz06zr
group_144.aln	122544	851	77.1%	100.0%	100.0%	Tue Oct 05 22:16:36 EDT 2021	Tue Oct 05 22:16:36 EDT 2021	Alignment of 851 sequences	true	144	851.0	144	Wed Oct 06 07:28:13 EDT 2021	-1	0		144	69 KB	linear	urn:local:.:p1y-dxz06zr
group_145.aln	753135	851	66.8%	99.8%	100.0%	Tue Oct 05 22:16:37 EDT 2021	Tue Oct 05 22:16:37 EDT 2021	Alignment of 851 sequences	true	885	851.0	885	Wed Oct 06 07:28:13 EDT 2021	-1	0		885	224 KB	linear	urn:local:.:p1z-dxz06zr
group_146.aln	753135	851	63.1%	99.9%	100.0%	Tue Oct 05 22:16:38 EDT 2021	Tue Oct 05 22:16:38 EDT 2021	Alignment of 851 sequences	true	885	851.0	885	Wed Oct 06 07:28:13 EDT 2021	-1	0		885	224 KB	linear	urn:local:.:p20-dxz06zr
group_148.aln	347208	851	62.3%	99.3%	100.0%	Tue Oct 05 22:16:41 EDT 2021	Tue Oct 05 22:16:41 EDT 2021	Alignment of 851 sequences	true	408	851.0	408	Wed Oct 06 07:28:13 EDT 2021	-1	0		408	124 KB	linear	urn:local:.:p21-dxz06zr
group_149.aln	771006	851	63.0%	99.3%	100.0%	Tue Oct 05 22:16:43 EDT 2021	Tue Oct 05 22:16:43 EDT 2021	Alignment of 851 sequences	true	906	851.0	906	Wed Oct 06 07:28:13 EDT 2021	-1	0		906	228 KB	linear	urn:local:.:p22-dxz06zr
group_150.aln	926739	851	70.3%	99.4%	100.0%	Tue Oct 05 22:16:45 EDT 2021	Tue Oct 05 22:16:45 EDT 2021	Alignment of 851 sequences	true	1089	851.0	1089	Wed Oct 06 07:28:13 EDT 2021	-1	0		1089	269 KB	linear	urn:local:.:p23-dxz06zr
group_151.aln	523365	851	65.5%	99.8%	100.0%	Tue Oct 05 22:16:46 EDT 2021	Tue Oct 05 22:16:46 EDT 2021	Alignment of 851 sequences	true	615	851.0	615	Wed Oct 06 07:28:12 EDT 2021	-1	0		615	167 KB	linear	urn:local:.:p24-dxz06zr
group_152.aln	418692	851	65.9%	99.8%	100.0%	Tue Oct 05 22:16:47 EDT 2021	Tue Oct 05 22:16:47 EDT 2021	Alignment of 851 sequences	true	492	851.0	492	Wed Oct 06 07:28:12 EDT 2021	-1	0		492	142 KB	linear	urn:local:.:p25-dxz06zr
group_153.aln	418692	851	63.2%	99.0%	100.0%	Tue Oct 05 22:16:48 EDT 2021	Tue Oct 05 22:16:48 EDT 2021	Alignment of 851 sequences	true	492	851.0	492	Wed Oct 06 07:28:12 EDT 2021	-1	0		492	142 KB	linear	urn:local:.:p26-dxz06zr
group_154.aln	750582	851	65.8%	99.7%	100.0%	Tue Oct 05 22:16:50 EDT 2021	Tue Oct 05 22:16:50 EDT 2021	Alignment of 851 sequences	true	882	851.0	882	Wed Oct 06 07:28:12 EDT 2021	-1	0		882	223 KB	linear	urn:local:.:p27-dxz06zr
group_155.aln	418692	851	68.7%	99.2%	100.0%	Tue Oct 05 22:16:51 EDT 2021	Tue Oct 05 22:16:51 EDT 2021	Alignment of 851 sequences	true	492	851.0	492	Wed Oct 06 07:28:12 EDT 2021	-1	0		492	142 KB	linear	urn:local:.:p28-dxz06zr
group_156.aln	1207569	851	64.4%	99.6%	100.0%	Tue Oct 05 22:16:52 EDT 2021	Tue Oct 05 22:16:52 EDT 2021	Alignment of 851 sequences	true	1419	851.0	1419	Wed Oct 06 07:28:12 EDT 2021	-1	0		1419	338 KB	linear	urn:local:.:p29-dxz06zr
group_158.aln	748029	851	65.8%	99.8%	100.0%	Tue Oct 05 22:16:54 EDT 2021	Tue Oct 05 22:16:54 EDT 2021	Alignment of 851 sequences	true	879	851.0	879	Wed Oct 06 07:28:12 EDT 2021	-1	0		879	223 KB	linear	urn:local:.:p2a-dxz06zr
group_159.aln	451881	851	64.6%	99.2%	100.0%	Tue Oct 05 22:16:55 EDT 2021	Tue Oct 05 22:16:55 EDT 2021	Alignment of 851 sequences	true	531	851.0	531	Wed Oct 06 07:28:12 EDT 2021	-1	0		531	150 KB	linear	urn:local:.:p2b-dxz06zr
group_160.aln	418692	851	65.2%	99.6%	100.0%	Tue Oct 05 22:16:56 EDT 2021	Tue Oct 05 22:16:56 EDT 2021	Alignment of 851 sequences	true	492	851.0	492	Wed Oct 06 07:28:12 EDT 2021	-1	0		492	142 KB	linear	urn:local:.:p2c-dxz06zr
group_161.aln	418692	851	66.7%	99.8%	100.0%	Tue Oct 05 22:16:57 EDT 2021	Tue Oct 05 22:16:57 EDT 2021	Alignment of 851 sequences	true	492	851.0	492	Wed Oct 06 07:28:12 EDT 2021	-1	0		492	142 KB	linear	urn:local:.:p2d-dxz06zr
group_162.aln	750582	851	62.4%	100.0%	100.0%	Tue Oct 05 22:16:58 EDT 2021	Tue Oct 05 22:16:58 EDT 2021	Alignment of 851 sequences	true	882	851.0	882	Wed Oct 06 07:28:12 EDT 2021	-1	0		882	223 KB	linear	urn:local:.:p2e-dxz06zr
group_163.aln	221260	851	72.7%	100.0%	100.0%	Tue Oct 05 22:16:59 EDT 2021	Tue Oct 05 22:16:59 EDT 2021	Alignment of 851 sequences	true	260	851.0	260	Wed Oct 06 07:28:12 EDT 2021	-1	0		260	93 KB	linear	urn:local:.:p2f-dxz06zr
group_164.aln	748029	851	62.5%	99.8%	100.0%	Tue Oct 05 22:17:00 EDT 2021	Tue Oct 05 22:17:00 EDT 2021	Alignment of 851 sequences	true	879	851.0	879	Wed Oct 06 07:28:11 EDT 2021	-1	0		879	223 KB	linear	urn:local:.:p2g-dxz06zr
group_165.aln	748029	851	67.2%	99.9%	100.0%	Tue Oct 05 22:17:01 EDT 2021	Tue Oct 05 22:17:01 EDT 2021	Alignment of 851 sequences	true	879	851.0	879	Wed Oct 06 07:28:11 EDT 2021	-1	0		879	223 KB	linear	urn:local:.:p2h-dxz06zr
group_166.aln	742923	851	70.1%	99.4%	100.0%	Tue Oct 05 22:17:02 EDT 2021	Tue Oct 05 22:17:02 EDT 2021	Alignment of 851 sequences	true	873	851.0	873	Wed Oct 06 07:28:11 EDT 2021	-1	0		873	222 KB	linear	urn:local:.:p2i-dxz06zr
group_167.aln	413586	851	64.0%	99.2%	100.0%	Tue Oct 05 22:17:03 EDT 2021	Tue Oct 05 22:17:03 EDT 2021	Alignment of 851 sequences	true	486	851.0	486	Wed Oct 06 07:28:11 EDT 2021	-1	0		486	141 KB	linear	urn:local:.:p2j-dxz06zr
group_168.aln	188922	851	64.4%	99.5%	100.0%	Tue Oct 05 22:17:05 EDT 2021	Tue Oct 05 22:17:05 EDT 2021	Alignment of 851 sequences	true	222	851.0	222	Wed Oct 06 07:28:11 EDT 2021	-1	0		222	86 KB	linear	urn:local:.:p2k-dxz06zr
group_169.aln	564213	851	66.7%	99.1%	100.0%	Tue Oct 05 22:17:06 EDT 2021	Tue Oct 05 22:17:06 EDT 2021	Alignment of 851 sequences	true	663	851.0	663	Wed Oct 06 07:28:11 EDT 2021	-1	0		663	177 KB	linear	urn:local:.:p2l-dxz06zr
group_170.aln	222111	851	58.6%	100.0%	100.0%	Tue Oct 05 22:17:07 EDT 2021	Tue Oct 05 22:17:07 EDT 2021	Alignment of 851 sequences	true	261	851.0	261	Wed Oct 06 07:28:11 EDT 2021	-1	0		261	94 KB	linear	urn:local:.:p2m-dxz06zr
group_171.aln	745476	851	61.6%	99.0%	100.0%	Tue Oct 05 22:17:08 EDT 2021	Tue Oct 05 22:17:08 EDT 2021	Alignment of 851 sequences	true	876	851.0	876	Wed Oct 06 07:28:11 EDT 2021	-1	0		876	222 KB	linear	urn:local:.:p2n-dxz06zr
group_172.aln	605061	851	63.0%	99.6%	100.0%	Tue Oct 05 22:17:09 EDT 2021	Tue Oct 05 22:17:09 EDT 2021	Alignment of 851 sequences	true	711	851.0	711	Wed Oct 06 07:28:11 EDT 2021	-1	0		711	188 KB	linear	urn:local:.:p2o-dxz06zr
group_173.aln	416139	851	64.9%	99.2%	99.9%	Tue Oct 05 22:17:11 EDT 2021	Tue Oct 05 22:17:11 EDT 2021	Alignment of 851 sequences	true	489	851.0	489	Wed Oct 06 07:28:11 EDT 2021	-1	0		489	142 KB	linear	urn:local:.:p2p-dxz06zr
group_174.aln	416139	851	63.3%	99.2%	99.9%	Tue Oct 05 22:17:11 EDT 2021	Tue Oct 05 22:17:11 EDT 2021	Alignment of 851 sequences	true	489	851.0	489	Wed Oct 06 07:28:11 EDT 2021	-1	0		489	142 KB	linear	urn:local:.:p2q-dxz06zr
group_175.aln	416139	851	62.6%	99.8%	100.0%	Tue Oct 05 22:17:12 EDT 2021	Tue Oct 05 22:17:12 EDT 2021	Alignment of 851 sequences	true	489	851.0	489	Wed Oct 06 07:28:11 EDT 2021	-1	0		489	142 KB	linear	urn:local:.:p2r-dxz06zr
group_176.aln	416139	851	69.1%	99.6%	100.0%	Tue Oct 05 22:17:13 EDT 2021	Tue Oct 05 22:17:13 EDT 2021	Alignment of 851 sequences	true	489	851.0	489	Wed Oct 06 07:28:11 EDT 2021	-1	0		489	142 KB	linear	urn:local:.:p2s-dxz06zr
group_177.aln	416139	851	69.1%	99.4%	100.0%	Tue Oct 05 22:17:13 EDT 2021	Tue Oct 05 22:17:13 EDT 2021	Alignment of 851 sequences	true	489	851.0	489	Wed Oct 06 07:28:10 EDT 2021	-1	0		489	142 KB	linear	urn:local:.:p2t-dxz06zr
group_178.aln	416139	851	63.0%	99.2%	100.0%	Tue Oct 05 22:17:14 EDT 2021	Tue Oct 05 22:17:14 EDT 2021	Alignment of 851 sequences	true	489	851.0	489	Wed Oct 06 07:28:10 EDT 2021	-1	0		489	142 KB	linear	urn:local:.:p2u-dxz06zr
