"","Sequence_ID","Assembly","X..contigs.....0.bp.","X..contigs.....1000.bp.","X..contigs.....5000.bp.","X..contigs.....10000.bp.","X..contigs.....25000.bp.","X..contigs.....50000.bp.","Total.length.....0.bp.","Total.length.....1000.bp.","Total.length.....5000.bp.","Total.length.....10000.bp.","Total.length.....25000.bp.","Total.length.....50000.bp.","X..contigs","Largest.contig","Total.length","Reference.length","GC....","Reference.GC....","N50","NG50","N75","NG75","L50","LG50","L75","LG75","X..misassemblies","X..misassembled.contigs","Misassembled.contigs.length","X..local.misassemblies","X..scaffold.gap.ext..mis.","X..scaffold.gap.loc..mis.","X..unaligned.mis..contigs","X..unaligned.contigs","Unaligned.length","Genome.fraction....","Duplication.ratio","X..N.s.per.100.kbp","X..mismatches.per.100.kbp","X..indels.per.100.kbp","X..genomic.features","Largest.alignment","Total.aligned.length","NA50","NGA50","NA75","NGA75","LA50","LGA50","LA75","LGA75contigs"
"236","SAMN03300243_assembled"," contigs ",151,91,66,65,49,30,4329495,4301048,4253393,4248261,3989154,3276045,114,227646,4316703,4349904,65.57,65.63,98817,98817,51735,51735,14,14,30,30,3,3,116749,12,0,0,0," 0 + 0 part ",0,98.991,1.002,0,10.1,1.56," 7956 + 163 part ",227646,4309570,98817,98817,48618,48471,14,"14",30," 31 \\ \hline"
"237","SAMN03300259_assembled"," contigs ",183,92,69,68,49,28,4333701,4294340,4243966,4238845,3903799,3088750,114,326101,4308965,4349904,65.59,65.63,83774,81240,48402,46342,14,15,31,32,3,3,497669,10,0,0,0," 1 + 0 part ",501,98.844,1.002,0,14.88,2.81," 7924 + 165 part ",206506,4302000,83774,81240,46025,46025,15,"16",33," 33 \\ \hline"
"238","SAMN03300440_assembled"," contigs ",156,97,72,67,48,31,4312787,4289057,4245568,4213353,3916446,3295972,114,227646,4301414,4349904,65.54,65.63,98885,93590,52477,51043,14,15,30,31,8,7,201774,8,0,0,0," 0 + 1 part ",1162,98.648,1.002,0,10.14,1.68," 7934 + 183 part ",227646,4293232,98885,83649,48668,48070,14,"15",31," 32 \\ \hline"
"239","SAMN03300451_assembled"," contigs ",151,96,77,72,52,25,4327660,4303084,4268669,4232572,3897986,2857158,114,328391,4316668,4349904,65.58,65.63,81360,81360,43639,43639,15,15,34,34,3,3,52669,10,0,0,0," 0 + 1 part ",840,99.027,1.002,0,9.59,1.79," 7950 + 169 part ",328391,4311652,81249,81249,43639,43639,15,"15",34," 34 \\ \hline"
"240","SAMN03300540_assembled"," contigs ",168,90,62,58,46,29,4348040,4311658,4260577,4232118,4042278,3389421,114,236625,4328634,4349904,65.56,65.63,119412,119412,52180,52180,12,12,27,27,1,1,221377,10,0,0,0," 9 + 0 part ",7422,99.161,1.002,0,8.9,1.69," 7970 + 149 part ",236625,4317046,119337,119337,52180,52180,12,"12",28," 28 \\ \hline"
"241","SAMN03300598_assembled"," contigs ",141,99,75,69,53,28,4310385,4290009,4241585,4196093,3935270,3010525,114,235980,4300867,4349904,65.55,65.63,83843,83843,44523,42995,16,16,33,34,4,4,181557,12,0,0,0," 1 + 0 part ",520,98.643,1.002,0,15.26,2.19," 7926 + 163 part ",235980,4293085,83705,83705,44523,42995,16,"16",33," 34 \\ \hline"
"242","SAMN03300660_assembled"," contigs ",150,91,68,65,50,31,4312172,4285805,4235228,4212171,3981220,3290772,114,235980,4301492,4349904,65.57,65.63,89911,89911,51289,51073,14,14,30,31,3,3,143090,15,0,0,0," 0 + 0 part ",0,98.692,1.002,0,16.31,2.59," 7922 + 165 part ",235980,4294861,89911,89911,48599,48599,14,"14",31," 31 \\ \hline"
"243","SAMN03300686_assembled"," contigs ",170,91,70,66,49,29,4336360,4300906,4260604,4230227,3952353,3244150,114,227645,4316426,4349904,65.57,65.63,107574,107574,51262,48834,14,14,29,30,10,10,422872,11,0,0,0," 2 + 0 part ",1094,99.031,1.002,0,9.56,1.88," 7942 + 179 part ",227645,4310603,98885,98885,48695,45022,14,"14",31," 32 \\ \hline"
"244","SAMN03300713_assembled"," contigs ",152,96,74,67,47,27,4316244,4290628,4247595,4198820,3860734,3107624,114,227649,4304388,4349904,65.57,65.63,100377,98883,44961,44598,14,15,30,31,6,5,336630,14,0,0,0," 0 + 0 part ",0,98.742,1.002,0,15.55,2.21," 7908 + 177 part ",227649,4296918,83718,83718,44598,42710,15,"15",32," 33 \\ \hline"
"245","SAMN03300777_assembled"," contigs ",145,96,72,66,48,29,4308209,4286739,4240162,4192244,3907703,3187074,114,235980,4299401,4349904,65.55,65.63,98885,98885,49727,49148,14,14,30,31,3,3,190974,14,0,0,0," 0 + 0 part ",0,98.636,1.002,0,14.8,2.1," 7908 + 177 part ",235980,4291967,82271,82271,48647,44315,14,"14",31," 32 \\ \hline"
"246","SAMN03300807_assembled"," contigs ",150,96,72,63,48,27,4327657,4302942,4257379,4196280,3977389,3154594,114,332171,4316257,4349904,65.56,65.63,108908,108908,48583,48433,13,13,29,30,9,5,535836,11,0,0,0," 2 + 2 part ",4380,98.856,1.003,0,18.23,2.58," 7940 + 177 part ",256492,4304190,81417,81417,47836,47836,14,"14",32," 32 \\ \hline"
"247","SAMN03300813_assembled"," contigs ",154,92,65,62,47,30,4325091,4297325,4240561,4219332,3981481,3368963,114,255699,4313346,4349904,65.55,65.63,101642,101642,52477,52477,13,13,28,28,18,13,557082,15,0,0,0," 0 + 0 part ",0,98.538,1.006,0,15.44,2.45," 7904 + 179 part ",255642,4307403,83883,83883,51006,51006,15,"15",31," 31 \\ \hline"
"248","SAMN03300841_assembled"," contigs ",161,96,68,62,47,29,4320020,4293020,4236747,4189288,3953160,3220349,114,235980,4305493,4349904,65.57,65.63,98885,98885,49948,49948,14,14,30,30,8,7,412085,14,0,0,0," 1 + 0 part ",610,98.782,1.002,0,14.13,2.12," 7906 + 181 part ",235980,4299369,83617,83617,49171,48144,14,"14",31," 32 \\ \hline"
"249","SAMN06856018_assembled"," contigs ",156,99,75,67,49,28,4310528,4286032,4238238,4178135,3892104,3131282,114,256775,4296443,4349904,65.56,65.63,98013,98013,48656,48142,15,15,30,31,6,5,292792,13,0,0,0," 0 + 0 part ",0,98.574,1.002,0,15.53,2.4," 7900 + 187 part ",256775,4289459,82765,82765,43084,43049,15,"15",32," 33 \\ \hline"
"250","SAMN09725654_assembled"," contigs ",174,91,62,59,43,31,4349730,4310310,4256087,4236381,3953436,3517167,114,228504,4326614,4349904,65.53,65.63,111250,111250,61317,61317,13,13,27,27,11,8,452060,9,0,0,0," 11 + 0 part ",12855,98.919,1.003,0,15.25,2.93," 7960 + 131 part ",228381,4306771,103833,103833,60728,60728,14,"14",28," 28 \\ \hline"
"251","SAMN09812447_assembled"," contigs ",250,93,69,61,54,33,4313975,4278988,4236005,4176495,4049110,3267468,114,234253,4293959,4349904,65.57,65.63,96242,87955,51057,51057,16,17,33,33,6,5,318961,15,0,0,0," 0 + 2 part ",3219,98.612,1,0,19.05,3.29," 7926 + 165 part ",182108,4288990,87955,82378,51005,48417,17,"18",34," 35 \\ \hline"
"252","SAMN10966134_assembled"," contigs ",207,99,72,63,49,33,4323062,4294767,4235921,4178324,3934449,3378088,114,229818,4305053,4349904,65.6,65.63,101607,101607,52897,52897,15,15,31,31,3,3,391667,14,0,0,0," 0 + 0 part ",0,98.94,1,0,4.69,1.35," 7918 + 171 part ",227543,4303382,89662,89662,52897,52897,16,"16",32," 32 \\ \hline"
"253","SAMN03300056_assembled"," contigs ",148,89,69,66,46,30,4310650,4282885,4239271,4220491,3882898,3265468,115,227591,4300219,4349904,65.55,65.63,98885,98885,50939,50939,14,14,30,30,5,5,248487,14,0,0,0," 2 + 1 part ",1597,98.611,1.002,0,14.48,2.07," 7910 + 173 part ",227591,4291187,85055,85055,48031,48031,14,"14",31," 31 \\ \hline"
"254","SAMN03300112_assembled"," contigs ",159,96,68,66,50,31,4325579,4296013,4238008,4225867,3950142,3216715,115,225497,4310274,4349904,65.57,65.63,85483,85483,49849,49849,15,15,32,32,13,11,677000,14,0,0,0," 0 + 0 part ",0,98.839,1.003,0,13.21,1.86," 7932 + 189 part ",220938,4302529,78895,78895,44944,44944,16,"16",34," 34 \\ \hline"
"255","SAMN03300141_assembled"," contigs ",155,96,74,69,53,29,4318946,4291934,4251759,4212412,3957565,3074841,115,227646,4305364,4349904,65.55,65.63,96368,83320,45196,45196,15,16,33,33,5,5,130298,13,0,0,0," 0 + 1 part ",807,98.752,1.002,0,10.38,1.77," 7940 + 179 part ",227646,4297259,96368,83210,44921,43209,15,"16",33," 34 \\ \hline"
"256","SAMN03300183_assembled"," contigs ",153,91,68,62,48,29,4315550,4287006,4241347,4193231,3966373,3248399,115,247692,4304477,4349904,65.57,65.63,98885,98885,51237,49990,14,14,29,30,9,7,620934,11,0,0,0," 0 + 1 part ",583,98.708,1.002,0,17.49,2.42," 7906 + 179 part ",247692,4296761,81187,81187,48352,46736,15,"15",32," 33 \\ \hline"
"257","SAMN03300194_assembled"," contigs ",156,97,74,69,51,32,4320508,4293591,4249513,4214440,3919212,3240611,115,238185,4306234,4349904,65.56,65.63,83929,83929,51206,48425,15,15,32,33,4,4,111349,15,0,0,0," 1 + 0 part ",506,98.762,1.002,0,10.36,1.7," 7942 + 179 part ",238180,4298955,83784,83784,48307,44444,15,"15",33," 34 \\ \hline"
"258","SAMN03300274_assembled"," contigs ",161,93,72,65,48,27,4317971,4286678,4245478,4194017,3923798,3112290,115,227701,4302952,4349904,65.54,65.63,119510,107413,48369,48309,14,15,30,31,15,12,720654,14,0,0,0," 1 + 0 part ",538,98.673,1.002,0,9.74,1.63," 7938 + 181 part ",227701,4295708,90074,84736,47669,47669,15,"16",33," 33 \\ \hline"
"259","SAMN03300311_assembled"," contigs ",206,95,72,68,50,31,4345155,4297653,4249979,4223034,3929269,3228158,115,256787,4311516,4349904,65.55,65.63,83812,83812,48514,48514,15,15,32,32,2,2,62683,12,0,0,0," 5 + 1 part ",3479,98.873,1.002,0,12.21,2," 7944 + 175 part ",256487,4304841,83778,83778,48514,48514,15,"15",32," 32 \\ \hline"
"260","SAMN03300341_assembled"," contigs ",153,94,71,68,50,28,4327794,4300998,4258058,4237325,3944478,3121944,115,236625,4315601,4349904,65.57,65.63,96329,96329,47743,47743,14,14,31,31,2,2,62694,13,0,0,0," 0 + 0 part ",0,99.015,1.002,0,9.31,1.69," 7946 + 175 part ",236625,4309863,96329,96329,47452,47452,14,"14",31," 31 \\ \hline"
"261","SAMN03300418_assembled"," contigs ",164,91,69,65,52,28,4329443,4295055,4250588,4220765,4001460,3121651,115,236751,4312140,4349904,65.57,65.63,83834,83834,44937,44937,14,14,31,31,2,2,136128,9,0,0,0," 1 + 0 part ",510,98.941,1.002,0,9.29,1.77," 7954 + 167 part ",236751,4306949,83834,83834,44844,44844,14,"14",32," 32 \\ \hline"
"262","SAMN03300438_assembled"," contigs ",159,91,71,62,47,29,4323197,4293240,4258406,4193287,3961891,3285443,115,227646,4310661,4349904,65.56,65.63,106687,106687,51365,51130,13,13,28,29,7,7,209946,8,0,0,0," 0 + 1 part ",931,98.889,1.002,0,8.67,1.53," 7948 + 171 part ",227646,4305019,106567,106567,48571,48174,13,"13",29," 30 \\ \hline"
"263","SAMN03300479_assembled"," contigs ",155,92,65,61,46,30,4331372,4303092,4249879,4220452,3969766,3398870,115,254262,4319093,4349904,65.58,65.63,98885,98885,52361,52180,13,13,27,28,8,8,696983,12,0,0,0," 0 + 0 part ",0,99.069,1.002,0,10.79,2.07," 7952 + 169 part ",236625,4313039,98885,98885,49122,49122,13,"13",29," 29 \\ \hline"
"264","SAMN03300618_assembled"," contigs ",174,95,69,62,52,30,4326831,4295129,4243181,4189126,4028270,3185053,115,218497,4308474,4349904,65.59,65.63,96386,96386,48753,48049,15,15,31,32,4,4,368004,11,0,0,0," 0 + 1 part ",1360,98.819,1.002,0,13.94,2.58," 7930 + 157 part ",205777,4301702,96290,80641,47988,44942,15,"16",33," 34 \\ \hline"
"265","SAMN03300663_assembled"," contigs ",172,92,71,68,51,31,4333761,4296946,4257202,4240089,3972012,3231480,115,227645,4313155,4349904,65.55,65.63,98885,98885,49878,49878,15,15,32,32,4,4,10531,11,0,0,0," 0 + 0 part ",0,98.939,1.002,0,9.64,1.86," 7954 + 165 part ",227645,4307629,98885,98885,49603,49603,15,"15",32," 32 \\ \hline"
"266","SAMN03300859_assembled"," contigs ",150,99,74,66,49,28,4316139,4294013,4245778,4186155,3901413,3103062,115,235924,4305110,4349904,65.57,65.63,88551,88551,48642,46563,15,15,31,32,9,8,317301,13,0,0,0," 0 + 0 part ",0,98.769,1.002,0,15.25,2.07," 7906 + 183 part ",235924,4299064,80875,80875,46426,44956,16,"16",33," 34 \\ \hline"
"267","SAMN03300865_assembled"," contigs ",168,92,70,64,50,28,4327597,4293396,4251066,4203866,3985963,3151486,115,212251,4310109,4349904,65.58,65.63,98885,98885,48800,46604,14,14,30,31,8,8,467927,17,0,0,0," 0 + 0 part ",0,98.872,1.002,0,14.65,2.16," 7920 + 165 part ",212110,4303868,81410,81410,45758,45758,15,"15",33," 33 \\ \hline"
"268","SAMN09725597_assembled"," contigs ",159,96,73,66,49,30,4316715,4289264,4240316,4189040,3936579,3236859,115,236648,4303555,4349904,65.53,65.63,101006,98805,51044,49814,14,15,30,31,2,2,221749,11,0,0,0," 0 + 0 part ",0,98.758,1.002,0,6.35,1.26," 7942 + 177 part ",236648,4297550,98805,98805,48610,47902,15,"15",31," 32 \\ \hline"
"269","SAMN09812446_assembled"," contigs ",217,94,72,67,52,31,4293461,4259468,4212714,4178725,3940219,3162261,115,218185,4275845,4349904,65.54,65.63,96242,96242,49885,47908,16,16,32,34,6,5,524593,15,0,0,0," 0 + 2 part ",3251,98.222,1,0,19.5,3.18," 7888 + 173 part ",204683,4270961,88176,88176,48432,47853,17,"17",34," 35 \\ \hline"
"270","SAMN03300074_assembled"," contigs ",148,97,73,69,45,26,4314231,4289747,4243927,4215630,3831271,3091206,116,248384,4302615,4349904,65.56,65.63,102144,102144,48248,46034,13,13,29,30,8,7,351817,15,0,0,0," 0 + 0 part ",0,98.702,1.002,0,15.68,2.31," 7904 + 177 part ",248384,4296113,81215,81215,46034,44944,14,"14",31," 32 \\ \hline"
"271","SAMN03300080_assembled"," contigs ",155,98,76,68,51,32,4281236,4256704,4211223,4148539,3872682,3120898,116,227649,4269887,4349904,65.54,65.63,78582,74220,49856,48349,16,17,34,35,12,10,403878,18,0,0,0," 0 + 3 part ",3675,97.86,1.002,0,18.3,2.91," 7860 + 189 part ",227649,4259214,70275,68966,47729,45088,17,"18",36," 37 \\ \hline"
"272","SAMN03300234_assembled"," contigs ",152,96,73,70,52,30,4310407,4285530,4236017,4215278,3924855,3140626,116,242470,4299555,4349904,65.54,65.63,83703,83516,47730,45030,15,16,32,33,5,4,172066,17,0,0,0," 0 + 2 part ",2966,98.538,1.002,0,22.19,3.13," 7934 + 177 part ",242376,4290307,83377,81428,43683,42715,15,"16",33," 34 \\ \hline"
"273","SAMN03300238_assembled"," contigs ",153,97,73,68,52,30,4312610,4288228,4239888,4202040,3942643,3148411,116,249411,4302254,4349904,65.55,65.63,83759,83759,48280,48120,15,15,32,33,5,4,157843,15,0,0,0," 0 + 2 part ",2896,98.648,1.002,0,23.35,3.03," 7924 + 189 part ",249411,4294166,83664,83664,46636,46636,15,"15",33," 33 \\ \hline"
"274","SAMN03300250_assembled"," contigs ",164,88,63,60,45,28,4329065,4292981,4243616,4222812,3981338,3341821,116,297632,4311853,4349904,65.53,65.63,122406,122406,52264,51065,12,12,26,27,5,5,375078,14,0,0,0," 9 + 0 part ",5458,98.834,1.002,0,9.14,1.67," 7956 + 163 part ",256614,4301269,122068,122068,50977,50859,12,"12",27," 28 \\ \hline"
"275","SAMN03300282_assembled"," contigs ",158,91,69,65,49,30,4324924,4295859,4249525,4223263,3966888,3279628,116,236807,4312711,4349904,65.56,65.63,96386,96386,51153,51153,14,14,30,30,6,6,325493,13,0,0,0," 0 + 0 part ",0,98.933,1.002,0,10.39,1.74," 7948 + 173 part ",236807,4306634,92894,92894,48452,48195,14,"14",31," 32 \\ \hline"
"276","SAMN03300296_assembled"," contigs ",142,97,73,67,51,31,4309329,4289065,4240635,4201456,3941873,3242676,116,227649,4301739,4349904,65.56,65.63,96386,81944,51040,48797,14,15,31,32,5,5,150546,19,0,0,0," 0 + 0 part ",0,98.703,1.002,0,16.7,2.49," 7910 + 177 part ",227649,4295351,81944,81944,51040,48125,15,"15",31," 32 \\ \hline"
"277","SAMN03300310_assembled"," contigs ",151,98,75,71,53,29,4312491,4288127,4241778,4211208,3924624,3076664,116,227635,4301552,4349904,65.55,65.63,83915,83915,43155,43155,15,15,33,33,6,6,153396,12,0,0,0," 0 + 0 part ",0,98.608,1.003,0,10.28,2.03," 7906 + 179 part ",227635,4296220,83903,83903,43155,42257,15,"15",33," 34 \\ \hline"
"278","SAMN03300445_assembled"," contigs ",154,92,66,62,50,29,4319182,4291277,4242757,4212818,4026740,3232412,116,236468,4307575,4349904,65.56,65.63,98884,98884,52361,49798,14,14,29,30,8,8,254852,12,0,0,0," 0 + 1 part ",852,98.829,1.002,0,9.3,1.63," 7940 + 175 part ",236468,4301883,98884,98884,49798,48366,14,"14",30," 31 \\ \hline"
"279","SAMN03300664_assembled"," contigs ",186,89,68,61,44,31,4332071,4286806,4249118,4194323,3930071,3429408,116,235980,4306141,4349904,65.55,65.63,107336,107336,52477,52477,13,13,28,28,5,5,264213,19,0,0,0," 10 + 0 part ",6189,98.675,1.002,0,15.07,2.14," 7904 + 177 part ",235980,4292708,99270,98885,52477,52352,13,"14",28," 29 \\ \hline"
"280","SAMN03300720_assembled"," contigs ",162,93,68,64,51,30,4322560,4291405,4244966,4212444,4013476,3256454,116,277875,4307140,4349904,65.56,65.63,96386,96386,50122,48787,14,14,30,31,7,6,449401,15,0,0,0," 0 + 0 part ",0,98.761,1.003,0,10.47,1.82," 7928 + 179 part ",248018,4299734,96028,96028,48536,45993,14,"14",31," 32 \\ \hline"
"281","SAMN03300760_assembled"," contigs ",159,101,74,70,52,27,4304453,4280733,4223368,4196851,3909737,2965831,116,236089,4291260,4349904,65.53,65.63,84129,84129,42910,42647,14,14,33,34,7,7,231553,15,0,0,0," 0 + 0 part ",0,98.489,1.002,0,14.61,2.05," 7892 + 189 part ",236089,4285615,80884,80884,42624,42588,15,"15",34," 35 \\ \hline"
"282","SAMN03300867_assembled"," contigs ",160,96,68,61,48,28,4318376,4291031,4232341,4181043,3976241,3204384,116,254768,4305336,4349904,65.57,65.63,98885,98885,49945,49611,13,13,29,30,6,6,326149,17,0,0,0," 0 + 0 part ",0,98.771,1.002,0,15.41,2.4," 7908 + 179 part ",254655,4299278,81344,81344,49523,48532,14,"14",31," 32 \\ \hline"
"283","SAMN09725653_assembled"," contigs ",159,100,72,66,51,32,4309720,4284625,4231453,4184607,3952144,3270926,116,256698,4295440,4349904,65.54,65.63,94644,94644,50856,50856,15,15,32,32,5,5,414044,15,0,0,0," 0 + 0 part ",0,98.559,1.002,0,10.03,2.01," 7922 + 201 part ",256564,4289128,83196,83196,48252,48187,15,"15",33," 34 \\ \hline"
"284","SAMN14447206_assembled"," contigs ",176,95,74,65,48,30,4328253,4291496,4244078,4177789,3920881,3248375,116,236654,4306333,4349904,65.52,65.63,101993,101993,51032,49813,14,14,30,31,4,4,258241,8,0,0,0," 9 + 0 part ",6180,98.68,1.002,0,7.08,1.44," 7940 + 171 part ",236654,4293702,101813,101813,48316,44296,14,"14",31," 32 \\ \hline"
"285","SAMN03300125_assembled"," contigs ",159,92,70,66,50,27,4310286,4279806,4229069,4199836,3930430,3045957,117,252027,4296955,4349904,65.55,65.63,98885,98885,46346,44641,14,14,31,32,4,4,272322,12,0,0,0," 0 + 0 part ",0,98.557,1.002,0,13.18,1.82," 7926 + 189 part ",252027,4288637,98885,98885,46346,44641,14,"14",31," 32 \\ \hline"
"286","SAMN03300289_assembled"," contigs ",167,101,72,63,50,27,4316185,4289079,4221755,4158541,3947453,3074759,117,235483,4299850,4349904,65.55,65.63,88495,88495,45610,45610,14,14,31,31,3,3,146948,14,0,0,0," 0 + 0 part ",0,98.656,1.002,0,13.91,2.07," 7902 + 183 part ",235483,4293466,84077,84077,44621,44621,14,"14",32," 32 \\ \hline"
"287","SAMN03300324_assembled"," contigs ",151,97,72,67,48,28,4312314,4286772,4235470,4196511,3875003,3107648,117,227646,4301865,4349904,65.53,65.63,98885,98885,48247,48138,15,15,31,32,4,4,60042,17,0,0,0," 0 + 0 part ",0,98.69,1.002,0,10.13,1.68," 7934 + 187 part ",227646,4295353,98885,98885,48247,48138,15,"15",31," 32 \\ \hline"
"288","SAMN03300387_assembled"," contigs ",154,94,72,68,52,27,4326364,4298832,4252864,4224068,3970400,3053044,117,236698,4314926,4349904,65.57,65.63,98885,98885,46004,44947,14,14,31,32,2,2,80889,10,0,0,0," 0 + 1 part ",1042,98.937,1.002,0,10.67,1.63," 7954 + 165 part ",236698,4307769,98885,98885,44947,44369,14,"14",31," 32 \\ \hline"
"289","SAMN03300389_assembled"," contigs ",148,93,68,64,49,31,4322859,4295586,4244619,4211854,3967550,3300192,117,227646,4312591,4349904,65.55,65.63,98885,96549,51055,50028,14,15,30,31,5,4,129621,9,0,0,0," 0 + 1 part ",1035,98.843,1.003,0,9.93,1.47," 7958 + 161 part ",227646,4303208,98885,96549,48595,48595,14,"15",31," 31 \\ \hline"
"290","SAMN03300562_assembled"," contigs ",155,94,71,64,51,33,4296584,4267240,4222514,4166738,3951983,3301330,117,227646,4284396,4349904,65.58,65.63,91912,85511,51006,50029,15,16,32,33,10,9,510989,16,0,0,0," 0 + 2 part ",2993,98.14,1.003,0,17.9,3," 7876 + 173 part ",227646,4272337,83677,81154,49933,49369,15,"16",33," 34 \\ \hline"
"291","SAMN03300671_assembled"," contigs ",159,93,67,63,48,32,4316150,4286446,4230262,4194870,3952017,3371617,117,236754,4304017,4349904,65.54,65.63,96311,96311,52429,52429,14,14,30,30,6,6,270515,13,0,0,0," 0 + 0 part ",0,98.77,1.002,0,9.82,1.61," 7932 + 179 part ",236754,4299515,96311,96311,52361,52361,14,"14",30," 30 \\ \hline"
"292","SAMN03300688_assembled"," contigs ",152,94,73,68,52,28,4308070,4281273,4234864,4196751,3941369,3060491,117,249113,4297433,4349904,65.56,65.63,96389,88320,44692,44110,14,15,32,33,5,4,259789,11,0,0,0," 0 + 0 part ",0,98.526,1.003,0,18.9,2.5," 7894 + 181 part ",249113,4289077,83630,83630,43039,42750,15,"15",33," 34 \\ \hline"
"293","SAMN03300703_assembled"," contigs ",163,96,76,70,54,27,4319017,4288323,4250953,4204179,3939222,2948753,117,227644,4303663,4349904,65.54,65.63,85427,85427,44435,43601,15,15,33,34,16,14,696961,9,0,0,0," 0 + 0 part ",0,98.717,1.002,0,10.78,1.58," 7924 + 199 part ",227644,4296605,74001,68614,39506,37908,16,"17",36," 37 \\ \hline"
"294","SAMN03300739_assembled"," contigs ",154,92,69,65,48,25,4317707,4289951,4244338,4213796,3933484,3085291,117,236089,4307182,4349904,65.57,65.63,98885,98885,48483,44571,13,13,28,29,4,2,297443,13,0,0,0," 0 + 0 part ",0,98.796,1.002,0,15.12,2.28," 7914 + 173 part ",236089,4299632,96329,88481,44182,44182,14,"15",31," 31 \\ \hline"
"295","SAMN03300763_assembled"," contigs ",230,82,60,57,45,30,4357872,4292478,4248500,4226492,4038912,3449659,117,256655,4314870,4349904,65.49,65.63,107255,107255,58318,52352,12,12,26,27,6,5,450050,14,0,0,0," 20 + 0 part ",11543,98.742,1.002,0,14.76,2.28," 7924 + 159 part ",256601,4297084,99770,98885,52084,52084,13,"14",29," 29 \\ \hline"
"296","SAMN03300806_assembled"," contigs ",172,99,71,65,51,28,4311822,4282895,4223979,4176360,3965416,3127131,117,251462,4295458,4349904,65.54,65.63,103774,103774,48656,48308,14,14,30,31,7,5,394443,17,0,0,0," 1 + 0 part ",589,98.55,1.002,0,14.81,2.24," 7894 + 193 part ",251462,4288274,80578,78476,44502,44463,15,"16",33," 34 \\ \hline"
"297","SAMN03300808_assembled"," contigs ",160,94,71,68,55,31,4323445,4293849,4247733,4224903,4010915,3122992,117,227646,4310700,4349904,65.56,65.63,74123,69046,48520,48520,15,16,34,34,11,11,276038,11,0,0,0," 0 + 0 part ",0,98.896,1.002,0,9.28,1.7," 7946 + 173 part ",227646,4305041,69020,69020,44580,44580,16,"16",35," 35 \\ \hline"
"298","SAMN03300827_assembled"," contigs ",161,98,72,65,52,30,4305841,4278500,4225603,4171490,3963675,3127934,117,328217,4291199,4349904,65.54,65.63,82348,82348,49822,48581,16,16,32,33,2,2,179148,23,0,0,0," 0 + 0 part ",0,98.456,1.002,0,15.53,2.26," 7890 + 193 part ",328049,4284776,81277,81277,48119,45529,16,"16",33," 34 \\ \hline"
"299","SAMN06855990_assembled"," contigs ",157,99,79,70,48,29,4307998,4281393,4244748,4176367,3824234,3091293,117,227649,4294577,4349904,65.54,65.63,83937,83377,48298,47039,15,16,32,33,7,6,451715,17,0,0,0," 1 + 0 part ",832,98.472,1.002,0,20.01,2.4," 7886 + 199 part ",227649,4285421,80614,80350,44598,44334,16,"17",34," 35 \\ \hline"
"300","SAMN09725788_assembled"," contigs ",168,97,68,64,46,29,4332758,4299114,4242740,4216975,3903028,3212937,117,227580,4313393,4349904,65.51,65.63,96386,96386,49361,48447,15,15,30,31,3,3,109641,3,0,0,0," 1 + 1 part ",6223,98.83,1.002,0,5.93,1.12," 7962 + 159 part ",227580,4301801,96386,96386,49308,48328,15,"15",30," 31 \\ \hline"
